NameYear,Name,Pos,Age,TeamOrTot,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,ID,Team,SalClean,SalNorm
Yves_Pons_2021,Yves Pons,SF,22,MEM,12,0,5.9,0.4,1.3,.313,0.3,0.8,.333,0.2,0.6,.286,.406,0.0,0.2,.000,0.4,0.6,1.0,0.1,0.1,0.3,0.1,0.5,1.1,.563,1.7,5.0,-6.6,-1.7,10.6,0.1,.125,-4.9,7.2,0.0,5.9,0.7,5.6,8.8,.385,10.3,-0.1,0.0,.030,,/players/p/ponsyv01.html,MEM,,
Jordan_Poole_2021,Jordan Poole,SG,22,GSW,76,51,30.0,6.2,13.9,.448,2.8,7.6,.364,3.5,6.3,.550,.548,3.2,3.5,.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7,18.5,.548,21.0,1.0,1.0,-0.3,10.5,2.9,.251,1.3,1.7,3.1,16.1,1.3,13.7,6.2,.598,26.0,1.7,6.0,.126,"$2,161,440",/players/p/poolejo01.html,GSW,2.16144,
Kevin_Porter_Jr_2021,Kevin Porter Jr.,PG,21,HOU,61,61,31.3,5.5,13.2,.415,2.5,6.8,.375,3.0,6.5,.456,.511,2.0,3.2,.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6,.511,30.7,1.0,-1.6,-1.6,13.0,0.8,.239,-0.1,2.5,0.0,13.5,1.7,17.7,7.7,.531,24.1,0.2,0.8,.021,"$2,130,240",/players/p/porteke02.html,HOU,2.13024,
Michael_Porter_Jr_2021,Michael Porter Jr.,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,.466,8.9,0.7,-3.5,0.5,20.4,0.3,.087,-3.9,3.9,-0.5,7.5,1.9,10.1,12.4,.416,19.7,-0.1,-0.2,-0.032,"$5,258,735",/players/p/portemi01.html,DEN,5.258735,
Otto_Porter_Jr_2021,Otto Porter Jr.,PF,28,GSW,63,15,22.2,3.1,6.6,.464,1.3,3.4,.370,1.8,3.2,.565,.560,0.8,1.0,.803,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3,8.2,.519,9.6,2.0,3.1,2.1,21.0,2.7,.147,1.0,6.9,2.2,15.9,2.4,7.7,14.2,.581,15.0,1.8,4.9,.168,"$2,389,641",/players/p/porteot01.html,GSW,2.389641,
Bobby_Portis_2021,Bobby Portis,C,26,MIL,72,59,28.2,5.8,12.1,.479,1.8,4.7,.393,3.9,7.4,.533,.555,1.2,1.6,.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,.388,6.4,2.4,0.2,-1.0,24.4,2.6,.130,1.2,9.6,2.9,17.7,1.3,8.9,17.2,.571,21.3,1.1,5.5,.131,"$4,347,600",/players/p/portibo01.html,MIL,4.3476,
Kristaps_Porzingis_2021,Kristaps Porziņģis,PF,26,TOT,51,51,29.0,6.9,15.0,.459,1.5,4.9,.310,5.4,10.1,.532,.510,4.9,5.6,.867,2.0,6.1,8.1,2.3,0.7,1.6,1.6,2.7,20.2,.329,13.7,5.0,3.9,0.6,23.1,2.4,.373,3.3,7.7,3.2,23.7,1.3,8.3,15.4,.577,29.5,2.2,5.6,.180,"$31,650,600",/players/p/porzikr01.html,WAS,31.6506,
Micah_Potter_2021,Micah Potter,C,23,DET,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0,.182,0.0,2.9,-7.1,-3.0,18.4,0.0,.182,-4.0,13.3,0.0,13.6,1.6,7.8,15.7,.505,17.8,0.0,0.0,.073,,/players/p/pottemi01.html,DET,,
Dwight_Powell_2021,Dwight Powell,C,30,DAL,82,71,21.9,3.3,4.9,.671,0.2,0.5,.351,3.1,4.4,.703,.687,2.0,2.6,.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7,.092,8.1,2.0,0.9,0.5,14.3,2.2,.529,0.4,10.7,6.0,18.1,1.0,11.5,12.5,.725,14.0,1.3,8.2,.219,"$11,000,000",/players/p/poweldw01.html,DAL,11.0,
Myles_Powell_2021,Myles Powell,PG,24,PHI,11,0,4.7,0.5,1.5,.294,0.1,0.5,.167,0.4,1.0,.364,.324,0.2,0.2,1.000,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2,.353,8.0,0.0,-12.7,-2.2,10.6,0.0,.118,-10.5,2.2,-0.2,0.2,1.0,14.4,6.4,.364,18.0,-0.1,-0.1,-0.109,,/players/p/powelmy01.html,PHI,,
Norman_Powell_2021,Norman Powell,SF-SG,28,TOT,45,41,32.4,6.2,13.4,.461,2.4,5.6,.419,3.8,7.8,.491,.549,4.2,5.2,.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19.0,.418,10.8,1.4,-0.3,-1.5,9.7,0.4,.385,1.2,1.5,2.4,16.3,1.4,8.9,5.4,.603,23.1,0.6,2.8,.093,"$15,517,242",/players/p/powelno01.html,LAC,15.517242,
Joshua_Primo_2021,Joshua Primo,SG,19,SAS,50,16,19.3,2.0,5.4,.374,0.8,2.7,.307,1.2,2.7,.444,.452,0.9,1.2,.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8,.507,10.6,2.0,-5.0,-1.1,8.9,0.6,.219,-3.9,3.5,-0.6,7.1,1.0,16.1,6.1,.487,15.4,-0.7,0.0,.001,"$3,946,800",/players/p/primojo01.html,SAS,3.9468,
Taurean_Prince_2021,Taurean Prince,PF,27,MIN,69,8,17.1,2.6,5.7,.454,1.2,3.3,.376,1.3,2.3,.565,.564,0.9,1.2,.756,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7,7.3,.587,8.1,1.9,-0.9,0.0,13.8,1.2,.210,-1.0,2.3,1.0,12.4,1.9,11.1,7.9,.589,17.0,0.3,2.2,.090,"$15,057,692",/players/p/princta02.html,MIN,15.057692,
Payton_Pritchard_2021,Payton Pritchard,SG,24,BOS,71,2,14.1,2.3,5.3,.429,1.4,3.5,.412,0.8,1.8,.461,.564,0.3,0.3,1.000,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9,6.2,.657,20.4,0.5,1.9,0.1,10.8,1.2,.056,1.7,3.5,1.8,15.0,1.2,9.7,7.2,.578,18.6,1.0,3.1,.148,"$2,137,440",/players/p/pritcpa01.html,BOS,2.13744,
Trevelin_Queen_2021,Trevelin Queen,SG,24,HOU,10,0,7.4,1.5,3.3,.455,0.9,2.4,.375,0.6,0.9,.667,.591,0.4,0.4,1.000,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3,.727,8.8,1.2,1.9,-0.8,13.4,0.1,.121,2.7,10.3,0.1,18.2,3.2,16.8,11.9,.619,23.9,0.1,0.1,.080,,/players/q/queentr01.html,HOU,,
Neemias_Queta_2021,Neemias Queta,C,22,SAC,14,0,8.6,1.2,2.7,.447,0.0,0.0,,1.2,2.7,.447,.447,0.8,1.2,.647,1.0,1.2,2.2,0.4,0.1,0.6,0.4,1.3,3.2,.000,7.2,5.8,-5.1,-1.0,15.6,0.1,.447,-4.1,12.6,0.0,12.7,0.4,11.7,14.1,.495,18.4,-0.1,0.1,.051,,/players/q/quetane01.html,SAC,,
Immanuel_Quickley_2021,Immanuel Quickley,PG,22,NYK,78,3,23.1,3.6,9.3,.392,1.8,5.1,.346,1.9,4.2,.448,.487,2.3,2.6,.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,.547,24.5,0.2,0.2,0.0,13.1,1.8,.278,0.2,1.8,2.5,14.6,1.5,10.9,7.4,.543,22.2,1.0,4.2,.113,"$2,210,640",/players/q/quickim01.html,NYK,2.21064,
Jahmius_Ramsey_2021,Jahmi'us Ramsey,SG,20,SAC,19,0,7.1,1.3,3.1,.414,0.3,0.9,.278,1.0,2.1,.475,.457,0.4,0.7,.500,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,.310,7.9,0.6,-6.9,-3.4,7.4,0.0,.241,-3.5,3.2,-0.1,7.9,0.4,7.2,5.3,.468,22.2,-0.2,-0.1,-0.047,"$1,517,981",/players/r/ramseja01.html,SAC,1.517981,
Julius_Randle_2021,Julius Randle,PF,27,NYK,72,72,35.3,7.1,17.3,.411,1.7,5.4,.308,5.4,11.9,.458,.459,4.2,5.6,.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,.313,25.1,1.5,0.5,0.2,25.5,3.4,.322,0.4,5.2,-0.3,15.7,1.0,14.7,15.1,.509,28.7,1.6,3.1,.059,"$19,800,000",/players/r/randlju01.html,NYK,19.8,
Austin_Reaves_2021,Austin Reaves,SG,23,LAL,61,19,23.2,2.4,5.2,.459,0.9,2.7,.317,1.5,2.5,.616,.542,1.6,1.9,.839,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4,7.3,.525,10.3,1.3,-1.9,-0.6,11.2,0.8,.371,-1.3,3.4,2.1,11.5,1.0,9.8,7.3,.600,12.4,0.0,2.9,.097,"$925,258",/players/r/reaveau01.html,LAL,0.925258,
Cam_Reddish_2021,Cam Reddish,SF,22,TOT,49,7,20.7,3.4,8.3,.404,1.3,3.8,.359,2.0,4.6,.442,.485,2.1,2.3,.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1,.451,7.0,1.4,-1.3,-0.3,8.6,0.8,.275,-1.0,2.7,0.2,12.8,2.3,11.1,5.7,.543,22.2,0.2,1.0,.046,"$4,670,160",/players/r/reddica01.html,NYK,4.67016,
Davon_Reed_2021,Davon Reed,SG,26,DEN,48,5,13.9,1.7,3.4,.503,0.8,1.8,.430,0.9,1.6,.587,.618,0.2,0.3,.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4,.534,10.7,1.2,-0.3,0.3,15.2,0.7,.093,-0.6,2.4,0.9,12.2,1.8,8.7,9.0,.624,12.1,0.3,1.6,.117,,/players/r/reedda01.html,DEN,,
Paul_Reed_2021,Paul Reed,C,22,PHI,38,2,7.9,1.4,2.5,.563,0.1,0.2,.250,1.4,2.3,.591,.573,0.2,0.4,.429,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5,3.1,.083,8.3,4.2,2.1,2.9,17.4,0.7,.146,-0.8,16.6,0.6,21.4,5.5,8.9,17.0,.568,16.7,0.3,1.3,.212,"$1,517,981",/players/r/reedpa01.html,PHI,1.517981,
Naz_Reid_2021,Naz Reid,C,22,MIN,77,6,15.8,3.0,6.2,.489,0.7,2.2,.343,2.3,4.0,.568,.549,1.5,1.9,.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3,.349,8.7,5.6,0.0,0.5,18.0,1.6,.313,-0.5,8.8,1.5,17.2,1.6,13.2,13.3,.588,21.4,0.6,3.2,.125,"$1,782,621",/players/r/reidna01.html,MIN,1.782621,
Nick_Richards_2021,Nick Richards,C,24,CHO,50,5,7.3,1.2,1.8,.667,0.0,0.0,,1.2,1.8,.667,.667,0.6,0.9,.698,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0,3.0,.000,4.9,5.4,-2.8,-0.2,15.2,0.3,.478,-2.6,9.7,0.6,15.9,1.2,18.1,12.4,.689,15.4,-0.1,1.0,.125,"$1,517,981",/players/r/richani01.html,CHO,1.517981,
Josh_Richardson_2021,Josh Richardson,SG,28,TOT,65,7,24.6,3.6,8.2,.438,1.6,3.8,.415,2.0,4.4,.458,.534,1.5,1.7,.889,0.6,2.2,2.8,1.8,0.9,0.4,1.0,1.8,10.2,.461,10.1,1.6,0.1,0.7,9.4,2.0,.202,-0.6,2.8,1.6,12.8,1.7,10.2,6.2,.573,17.6,0.9,3.5,.106,"$11,615,328",/players/r/richajo01.html,SAS,11.615328,
Austin_Rivers_2021,Austin Rivers,SG,29,DEN,67,18,22.1,2.2,5.2,.417,1.2,3.4,.342,1.0,1.8,.563,.530,0.5,0.7,.727,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,6.0,.660,8.0,0.4,-3.8,-0.3,6.9,1.1,.126,-3.5,1.5,0.1,7.2,1.7,12.8,4.3,.546,12.6,-0.7,1.2,.037,"$2,401,537",/players/r/riverau01.html,DEN,2.401537,
Duncan_Robinson_2021,Duncan Robinson,SG,27,MIA,79,68,25.9,3.7,9.2,.399,2.9,7.9,.372,0.7,1.3,.569,.559,0.6,0.8,.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9,.860,9.3,0.7,-0.6,-0.3,9.8,2.0,.084,-0.3,1.4,1.9,10.6,1.0,7.4,5.6,.573,17.7,0.7,3.9,.092,"$15,560,000",/players/r/robindu01.html,MIA,15.56,
Justin_Robinson_2021,Justin Robinson,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1,.656,14.0,0.3,-7.6,-1.3,6.0,0.2,.086,-6.4,1.4,-0.5,3.6,1.4,15.0,3.7,.404,16.0,-0.4,-0.3,-0.055,,/players/r/robinju01.html,DET,,
Mitchell_Robinson_2021,Mitchell Robinson,C,23,NYK,72,62,25.7,3.6,4.8,.761,0.0,0.0,,3.6,4.8,.761,.761,1.2,2.5,.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,.000,3.2,7.1,2.2,1.2,19.1,3.2,.528,1.0,16.8,5.3,20.7,1.6,12.4,17.9,.722,11.4,2.0,8.5,.221,"$1,802,057",/players/r/robinmi01.html,NYK,1.802057,
Jeremiah_Robinson-Earl_2021,Jeremiah Robinson-Earl,C,21,OKC,49,36,22.2,2.7,6.6,.414,1.2,3.4,.352,1.6,3.2,.478,.503,0.8,1.1,.741,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,7.5,.509,6.7,1.3,-2.2,-0.3,19.1,1.0,.167,-1.9,7.0,0.4,11.7,1.3,10.1,13.0,.526,15.4,-0.1,1.5,.065,"$2,000,000",/players/r/robinje02.html,OKC,2.0,
Isaiah_Roby_2021,Isaiah Roby,PF,23,OKC,45,28,21.1,3.7,7.2,.514,1.0,2.2,.444,2.7,5.0,.545,.582,1.7,2.6,.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1,.307,12.1,3.3,0.6,0.2,15.6,1.1,.359,0.4,8.0,1.8,18.3,1.8,10.3,11.8,.607,19.0,0.6,2.9,.147,"$1,782,621",/players/r/robyis01.html,OKC,1.782621,
Rajon_Rondo_2021,Rajon Rondo,PG,35,TOT,39,1,17.9,1.7,4.5,.386,0.8,2.3,.352,0.9,2.3,.420,.474,0.5,0.7,.731,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4,4.8,.500,33.1,0.8,-1.7,0.7,14.4,0.8,.148,-2.4,2.4,-0.1,10.9,2.1,26.6,8.5,.496,16.0,0.1,0.7,.048,"$2,641,691",/players/r/rondora01.html,CLE,2.641691,
Derrick_Rose_2021,Derrick Rose,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0,.336,27.5,1.9,2.3,0.0,9.8,0.7,.113,2.3,3.5,0.8,16.9,1.7,11.9,6.6,.541,22.5,0.7,1.4,.108,"$13,445,120",/players/r/rosede01.html,NYK,13.44512,
Terrence_Ross_2021,Terrence Ross,SG,30,ORL,63,0,23.0,3.5,8.8,.397,1.2,4.2,.292,2.3,4.6,.493,.467,1.8,2.1,.862,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1,10.0,.477,12.5,0.8,-3.7,-1.1,10.3,0.9,.235,-2.5,1.5,-0.5,10.0,0.9,10.9,5.9,.515,20.5,-0.6,0.3,.011,"$12,500,000",/players/r/rosste01.html,ORL,12.5,
Terry_Rozier_2021,Terry Rozier,SG,27,CHO,73,73,33.7,7.1,16.0,.444,3.0,8.1,.374,4.1,7.9,.516,.539,2.1,2.4,.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,.508,19.7,1.0,1.7,-0.7,11.3,1.6,.151,2.4,2.4,4.3,17.6,1.8,7.2,6.8,.566,23.2,2.3,5.9,.115,"$17,905,263",/players/r/roziete01.html,CHO,17.905263,
Ricky_Rubio_2021,Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,.423,34.6,0.6,0.2,1.2,14.1,1.4,.251,-1.0,1.7,-0.1,14.0,2.5,16.5,8.0,.488,24.9,0.5,1.3,.064,"$17,809,524",/players/r/rubiori01.html,IND,17.809524,
DAngelo_Russell_2021,D'Angelo Russell,PG,25,MIN,65,65,32.0,6.2,15.0,.411,2.7,8.0,.340,3.5,7.0,.492,.502,3.0,3.7,.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,.531,33.1,1.0,0.8,-1.5,10.1,1.5,.246,2.2,1.3,2.9,16.3,1.4,13.2,5.6,.544,25.1,1.4,4.4,.101,"$30,013,500",/players/r/russeda01.html,MIN,30.0135,
Matt_Ryan_2021,Matt Ryan,SF,24,BOS,1,0,5.0,1.0,5.0,.200,1.0,5.0,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.000,0.0,0.0,-13.7,-3.8,0.0,0.0,.000,-9.9,0.0,0.0,3.5,9.9,0.0,0.0,.300,44.0,0.0,0.0,-0.250,,/players/r/ryanma01.html,BOS,,
Domantas_Sabonis_2021,Domantas Sabonis,C-PF,25,TOT,62,61,34.5,7.1,12.5,.573,0.6,2.0,.312,6.5,10.5,.623,.598,4.0,5.4,.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,.162,23.6,1.1,4.1,0.9,29.0,1.8,.429,3.2,10.3,5.3,21.9,1.3,17.5,19.5,.637,22.3,3.2,7.1,.159,"$18,562,500",/players/s/sabondo01.html,SAC,18.5625,
Olivier_Sarr_2021,Olivier Sarr,C,22,OKC,22,2,19.1,2.6,4.6,.574,0.6,1.3,.448,2.0,3.3,.625,.639,1.1,1.3,.828,1.5,2.7,4.2,0.9,0.3,0.7,1.0,2.4,7.0,.287,6.9,3.3,-4.0,-1.3,14.6,0.3,.287,-2.7,8.2,0.7,14.0,0.7,16.2,11.4,.672,13.9,-0.2,1.0,.116,,/players/s/sarrol01.html,OKC,,
Tomas_Satoransky_2021,Tomáš Satoranský,SG,30,TOT,55,13,16.5,1.3,3.5,.377,0.2,1.0,.208,1.1,2.5,.442,.406,0.8,1.0,.796,0.5,1.8,2.3,3.3,0.5,0.1,0.8,1.3,3.6,.277,27.0,0.5,-3.6,-0.3,12.1,0.6,.283,-3.3,3.3,0.5,10.2,1.6,17.6,7.7,.461,12.6,-0.4,1.0,.056,"$468,119",/players/s/satorto01.html,WAS,0.468119,
Jordan_Schakel_2021,Jordan Schakel,SG,23,WAS,4,0,7.5,0.3,2.8,.091,0.3,1.5,.167,0.0,1.3,.000,.136,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.3,0.0,0.3,0.0,1.3,.545,0.0,0.0,-13.0,-4.4,21.8,0.0,.182,-8.6,7.5,-0.2,-1.2,1.6,7.8,14.8,.210,19.1,-0.1,-0.1,-0.204,,/players/s/schakjo01.html,WAS,,
Admiral_Schofield_2021,Admiral Schofield,SF,24,ORL,38,1,12.3,1.4,3.4,.419,0.7,2.1,.329,0.7,1.3,.560,.519,0.3,0.4,.800,0.4,1.9,2.3,0.7,0.1,0.1,0.6,1.5,3.8,.612,7.9,1.0,-5.4,-1.2,16.3,0.3,.116,-4.2,3.8,-0.1,7.5,0.4,13.4,10.0,.538,14.5,-0.4,0.3,.027,,/players/s/schofad01.html,ORL,,
Dennis_Schroder_2021,Dennis Schröder,SG-PG,28,TOT,64,29,28.7,4.9,11.3,.431,1.3,3.9,.344,3.5,7.4,.477,.490,2.5,2.9,.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5,.345,24.2,0.4,-1.9,-0.4,10.5,1.9,.254,-1.5,2.0,1.0,13.0,1.4,15.1,6.3,.539,22.6,0.0,2.9,.076,"$5,890,000",/players/s/schrode01.html,HOU,5.89,
Tre_Scott_2021,Tre Scott,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0,.167,0.0,8.1,-3.0,1.8,9.8,0.0,.000,-4.8,10.3,0.0,20.4,4.5,0.0,10.1,.500,24.1,0.0,0.0,.138,,/players/s/scotttr01.html,CLE,,
Jay_Scrubb_2021,Jay Scrubb,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7,.457,9.7,2.1,-4.8,-0.4,11.9,0.1,.217,-4.4,1.8,-0.1,9.3,1.6,12.2,7.0,.486,20.8,-0.1,0.0,.002,,/players/s/scrubja01.html,LAC,,
Wayne_Selden_2021,Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7,.500,7.2,0.0,-5.9,-1.6,5.8,0.0,1.000,-4.3,0.0,0.0,4.3,0.0,0.0,2.8,.434,13.3,0.0,0.0,.016,"$785,102",/players/s/seldewa01.html,NYK,0.785102,
Alperen_Sengun_2021,Alperen Şengün,C,19,HOU,72,13,20.7,3.5,7.3,.474,0.4,1.6,.248,3.1,5.7,.539,.502,2.3,3.2,.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,.223,19.1,4.1,-1.0,0.6,18.9,1.3,.442,-1.6,10.1,0.8,16.0,1.9,18.8,14.5,.552,22.0,0.4,2.1,.068,"$3,214,680",/players/s/sengual01.html,HOU,3.21468,
Collin_Sexton_2021,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,.298,11.9,0.0,-4.1,-0.6,7.9,0.3,.258,-3.5,4.6,-0.4,11.2,1.6,15.6,6.3,.523,27.9,-0.2,-0.1,-0.009,"$6,349,671",/players/s/sextoco01.html,CLE,6.349671,
Landry_Shamet_2021,Landry Shamet,SG,24,PHO,69,14,20.8,2.8,7.0,.394,1.8,4.8,.368,1.0,2.2,.450,.521,1.0,1.2,.840,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,.689,9.7,0.6,-1.2,-0.4,8.0,1.5,.167,-0.9,1.2,1.1,10.2,0.9,7.3,4.7,.550,16.8,0.3,2.6,.085,"$3,768,342",/players/s/shamela01.html,PHO,3.768342,
DayRon_Sharpe_2021,Day'Ron Sharpe,PF,20,BRK,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,.047,6.7,3.4,-2.8,-2.5,21.4,0.5,.275,-0.3,23.2,0.8,20.7,1.2,15.2,22.3,.593,21.7,-0.1,1.2,.152,"$2,009,040",/players/s/sharpda01.html,BRK,2.00904,
Pascal_Siakam_2021,Pascal Siakam,PF,27,TOR,68,68,37.9,8.8,17.8,.494,1.1,3.2,.344,7.7,14.5,.527,.525,4.2,5.6,.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,.181,23.0,1.6,3.5,0.8,20.1,3.2,.314,2.7,5.1,4.9,20.3,1.6,11.6,12.2,.565,25.8,3.6,8.1,.151,"$31,320,000",/players/s/siakapa01.html,TOR,31.32,
Chris_Silva_2021,Chris Silva,PF,25,TOT,10,0,9.1,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,1.0,1.2,.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6,.000,10.6,1.2,-4.9,0.1,28.2,0.1,.800,-5.0,16.5,0.1,11.6,0.0,28.3,22.4,.641,13.8,-0.1,0.3,.137,,/players/s/silvach01.html,MIA,,
Marko_Simonovic_2021,Marko Simonovic,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,.333,0.0,2.5,-11.1,-5.0,16.0,0.0,.733,-6.1,16.2,0.0,10.2,1.4,9.2,16.1,.428,27.5,-0.1,0.0,-0.011,"$925,258",/players/s/simonma01.html,CHI,0.925258,
Anfernee_Simons_2021,Anfernee Simons,SG,22,POR,57,30,29.5,6.2,14.0,.443,3.1,7.8,.405,3.1,6.2,.490,.555,1.8,2.0,.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,.555,22.2,0.4,-0.7,-2.7,8.5,-0.1,.146,1.9,1.6,2.0,15.3,0.9,11.9,4.9,.583,24.8,0.5,1.9,.055,"$3,938,818",/players/s/simonan01.html,POR,3.938818,
Zavier_Simpson_2021,Zavier Simpson,PG,24,OKC,4,4,43.5,4.8,13.0,.365,0.3,2.0,.125,4.5,11.0,.409,.375,1.3,1.3,1.000,0.5,4.8,5.3,7.5,1.3,1.0,2.5,3.8,11.0,.154,25.2,2.1,-7.9,-1.9,11.4,0.1,.096,-6.0,1.2,-0.2,7.7,1.4,15.6,6.2,.406,15.9,-0.3,-0.1,-0.018,,/players/s/simpsza01.html,OKC,,
Jericho_Sims_2021,Jericho Sims,PF,23,NYK,41,5,13.5,1.0,1.3,.722,0.0,0.0,,1.0,1.3,.722,.722,0.3,0.7,.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,.000,5.3,3.9,-1.7,1.1,21.3,0.8,.537,-2.8,11.6,0.7,11.6,1.0,23.1,16.4,.674,6.9,0.0,1.5,.128,,/players/s/simsje01.html,NYK,,
Deividas_Sirvydis_2021,Deividas Sirvydis,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0,.700,4.9,3.3,-8.7,2.2,25.3,0.1,.000,-10.8,0.0,-0.1,0.1,5.4,0.0,12.0,.150,15.9,0.0,-0.1,-0.139,,/players/s/sirvyde01.html,DET,,
Javonte_Smart_2021,Javonte Smart,PG,22,TOT,17,1,11.8,1.1,3.5,.317,0.5,1.6,.296,0.6,1.9,.333,.383,0.3,0.4,.833,0.3,1.1,1.4,0.9,0.4,0.2,0.6,0.7,3.0,.450,10.4,1.5,-6.6,-0.8,10.0,0.2,.100,-5.9,2.7,-0.3,5.1,1.5,14.9,6.5,.407,15.9,-0.2,-0.2,-0.038,,/players/s/smartja01.html,MIA,,
