NameYear,Name,Pos,Age,TeamOrTot,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,ID,Team,SalClean,SalNorm
Chris_Boucher_2021,Chris Boucher,PF,29,TOR,80,9,21.1,3.4,7.2,.464,0.9,2.9,.297,2.5,4.4,.575,.523,1.9,2.4,.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,.397,2.2,4.3,0.0,-0.4,21.3,2.4,.334,0.5,10.9,3.5,17.9,1.4,6.0,15.8,.570,17.8,0.9,6.0,.169,"$7,009,615",/players/b/bouchch01.html,TOR,7.009615,
James_Bouknight_2021,James Bouknight,SG,21,CHO,31,0,9.8,1.6,4.5,.348,0.5,1.6,.347,1.0,3.0,.348,.408,0.9,1.0,.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,.348,11.9,0.3,-7.1,-3.7,10.6,0.1,.220,-3.4,7.6,-0.1,10.1,1.1,8.8,9.1,.459,23.7,-0.4,0.0,.001,"$4,154,400",/players/b/bouknja01.html,CHO,4.1544,
Avery_Bradley_2021,Avery Bradley,SG,31,LAL,62,45,22.7,2.4,5.6,.423,1.3,3.4,.390,1.1,2.3,.471,.540,0.3,0.3,.889,0.5,1.7,2.2,0.8,0.9,0.1,0.6,1.9,6.4,.600,4.5,0.6,-3.6,-0.1,8.0,0.9,.051,-3.5,2.4,0.3,7.8,1.8,9.6,5.2,.550,12.1,-0.6,1.2,.040,"$2,641,691",/players/b/bradlav01.html,LAL,2.641691,
Tony_Bradley_2021,Tony Bradley,C,24,CHI,55,7,10.0,1.3,2.2,.585,0.0,0.0,,1.3,2.2,.585,.585,0.3,0.5,.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0,.000,6.7,5.2,-1.8,0.2,24.3,0.7,.236,-2.0,13.8,0.6,14.9,0.9,20.0,19.1,.600,13.6,0.0,1.3,.112,"$1,789,256",/players/b/bradlto01.html,CHI,1.789256,
Ignas_Brazdeikis_2021,Ignas Brazdeikis,SF,23,ORL,42,1,12.8,1.9,4.5,.431,0.6,2.1,.310,1.3,2.4,.535,.503,0.5,0.8,.656,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1,5.0,.463,10.7,0.5,-4.3,-1.6,9.7,0.3,.170,-2.7,4.5,0.2,10.2,0.9,7.8,7.1,.520,17.7,-0.3,0.5,.041,,/players/b/brazdig01.html,ORL,,
Mikal_Bridges_2021,Mikal Bridges,SF,25,PHO,82,82,34.8,5.6,10.5,.534,1.4,3.8,.369,4.2,6.7,.628,.601,1.6,1.9,.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,.364,8.7,1.1,1.6,1.1,10.0,3.7,.183,0.5,2.9,5.2,14.4,1.6,6.8,6.5,.627,15.0,2.6,8.9,.150,"$5,557,725",/players/b/bridgmi01.html,PHO,5.557725,
Miles_Bridges_2021,Miles Bridges,PF,23,CHO,80,80,35.5,7.5,15.2,.491,1.9,5.8,.331,5.5,9.4,.590,.554,3.3,4.2,.802,1.1,5.9,7.0,3.8,0.9,0.8,1.9,2.4,20.2,.383,15.7,2.2,1.5,-0.3,17.8,2.3,.274,1.8,3.3,5.0,17.9,1.3,9.9,10.4,.593,22.6,2.5,7.2,.123,"$5,421,493",/players/b/bridgmi02.html,CHO,5.421493,
Oshae_Brissett_2021,Oshae Brissett,SF,23,IND,67,25,23.3,3.1,7.6,.411,1.2,3.5,.350,1.9,4.0,.465,.493,1.7,2.4,.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,.468,6.4,1.6,-2.2,-1.7,18.1,0.9,.324,-0.5,7.6,1.4,12.9,1.4,8.5,12.8,.530,17.3,-0.1,2.2,.069,"$1,701,593",/players/b/brissos01.html,IND,1.701593,
Malcolm_Brogdon_2021,Malcolm Brogdon,PG,29,IND,36,36,33.5,6.8,15.1,.448,1.6,5.2,.312,5.1,9.9,.518,.501,4.0,4.6,.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,.343,26.9,1.0,2.3,-0.5,14.3,0.4,.308,2.8,3.0,2.2,18.0,1.2,11.1,8.6,.557,24.6,1.3,2.7,.106,"$21,700,000",/players/b/brogdma01.html,IND,21.7,
Armoni_Brooks_2021,Armoni Brooks,SG-PG,23,TOT,54,11,15.6,1.8,5.4,.339,1.4,4.6,.297,0.4,0.7,.600,.467,0.3,0.4,.857,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,5.3,.862,10.4,1.2,-3.9,-1.3,10.9,0.4,.073,-2.6,2.5,-0.1,8.4,1.6,8.3,6.7,.483,16.4,-0.4,0.2,.014,"$136,926",/players/b/brookar01.html,TOR,0.136926,
Dillon_Brooks_2021,Dillon Brooks,SF,26,MEM,32,31,27.7,7.1,16.4,.432,1.4,4.7,.309,5.7,11.8,.480,.475,2.8,3.3,.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,.283,15.4,0.8,-1.8,-0.8,8.8,0.9,.202,-1.0,3.4,0.7,15.5,1.9,8.0,6.0,.515,28.8,0.0,1.6,.087,"$12,200,000",/players/b/brookdi01.html,MEM,12.2,
Bruce_Brown_2021,Bruce Brown,SF,25,BRK,72,45,24.6,3.6,7.0,.506,0.5,1.3,.404,3.0,5.7,.529,.543,1.3,1.8,.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0,.186,11.5,2.6,0.7,1.1,14.7,2.0,.253,-0.4,6.3,2.8,15.0,2.1,9.1,10.6,.575,15.0,1.2,4.8,.130,"$4,736,102",/players/b/brownbr01.html,BRK,4.736102,
Charlie_Brown_Jr_2021,Charlie Brown Jr.,SG,24,TOT,22,2,8.0,0.5,1.8,.256,0.0,0.5,.083,0.4,1.2,.333,.269,0.4,0.5,.900,0.6,0.8,1.5,0.3,0.5,0.2,0.2,0.8,1.4,.308,4.5,2.0,-4.8,0.4,11.2,0.2,.256,-5.2,9.0,-0.2,6.5,2.8,10.3,10.1,.346,12.3,-0.1,0.0,.012,,/players/b/brownch02.html,PHI,,
Chaundee_Brown_Jr_2021,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8,2.0,6.4,.313,1.2,3.6,.333,0.8,2.8,.286,.406,1.0,1.2,.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2,.563,5.1,0.0,-6.6,-2.4,15.7,0.0,.188,-4.3,1.1,0.0,6.4,0.9,2.8,8.4,.447,14.9,-0.1,0.0,.002,,/players/b/brownch05.html,ATL,,
Greg_Brown_III_2021,Greg Brown III,SF,20,POR,48,6,13.3,1.7,4.0,.426,0.4,1.3,.311,1.3,2.7,.481,.476,0.9,1.4,.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7,.321,8.1,3.7,-4.7,-0.7,17.3,0.5,.342,-4.0,6.3,-0.1,11.0,2.0,14.1,11.6,.515,17.2,-0.4,0.4,.029,"$925,258",/players/b/browngr01.html,POR,0.925258,
Jaylen_Brown_2021,Jaylen Brown,SF,25,BOS,66,66,33.6,8.7,18.4,.473,2.5,7.0,.358,6.2,11.4,.544,.541,3.7,4.8,.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,.381,17.9,0.7,2.1,0.1,16.7,3.4,.261,1.9,2.6,2.3,18.9,1.6,11.6,9.8,.574,30.5,2.2,5.8,.124,"$24,830,357",/players/b/brownja02.html,BOS,24.830357,
Moses_Brown_2021,Moses Brown,C,22,TOT,40,6,8.6,1.6,2.7,.593,0.0,0.0,,1.6,2.7,.593,.593,1.1,1.8,.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3,.000,0.4,4.2,-3.3,-0.9,30.5,0.7,.667,-2.4,12.7,0.5,18.5,1.0,12.5,21.7,.612,20.7,-0.1,1.2,.160,"$19,186",/players/b/brownmo01.html,CLE,0.019186,
Sterling_Brown_2021,Sterling Brown,SG,26,DAL,49,3,12.8,1.2,3.2,.381,0.6,1.9,.304,0.6,1.3,.492,.471,0.3,0.3,.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3,.594,7.5,1.0,-2.9,0.5,21.8,0.9,.097,-3.4,4.6,-0.1,8.4,1.1,12.5,13.2,.495,13.2,-0.1,0.8,.061,"$3,000,000",/players/b/brownst02.html,DAL,3.0,
Troy_Brown_Jr_2021,Troy Brown Jr.,SF,22,CHI,66,7,16.0,1.6,3.9,.419,0.7,2.0,.353,0.9,1.9,.488,.510,0.3,0.4,.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,.516,8.2,0.4,-1.8,-0.2,17.4,0.9,.101,-1.7,4.2,0.5,10.1,1.7,8.8,10.8,.525,12.3,0.1,1.4,.065,"$5,170,564",/players/b/browntr01.html,CHI,5.170564,
Jalen_Brunson_2021,Jalen Brunson,PG,25,DAL,79,61,31.9,6.4,12.8,.502,1.2,3.2,.373,5.2,9.6,.545,.549,2.3,2.7,.840,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3,.250,24.3,0.1,0.9,0.0,11.7,2.7,.211,0.9,1.9,4.9,17.1,1.3,10.1,6.8,.583,21.9,1.9,7.5,.143,"$1,802,057",/players/b/brunsja01.html,DAL,1.802057,
Thomas_Bryant_2021,Thomas Bryant,C,24,WAS,27,9,16.3,2.9,5.5,.520,0.4,1.6,.286,2.4,3.9,.613,.561,1.3,1.5,.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4,.284,7.9,4.1,-1.0,-0.7,20.4,0.4,.270,-0.4,6.7,0.7,16.6,0.7,10.3,13.6,.607,18.7,0.1,1.1,.118,"$8,730,159",/players/b/bryanth01.html,WAS,8.730159,
Shaq_Buchanan_2021,Shaq Buchanan,PG,25,MEM,2,0,5.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,.500,24.9,0.0,-11.2,0.1,10.7,0.0,.000,-11.2,10.2,-0.1,0.6,4.8,33.3,10.5,.250,24.6,0.0,0.0,-0.230,,/players/b/buchash01.html,MEM,,
Reggie_Bullock_2021,Reggie Bullock,SF,30,DAL,68,37,28.0,3.0,7.4,.401,2.1,5.8,.360,0.9,1.6,.550,.542,0.6,0.7,.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,.782,6.1,0.7,-1.4,0.0,12.2,2.0,.096,-1.4,1.9,1.2,9.2,1.1,7.1,7.0,.558,13.3,0.3,3.2,.080,"$9,536,000",/players/b/bullore01.html,DAL,9.536,
Trey_Burke_2021,Trey Burke,PG,29,DAL,42,0,10.5,2.0,5.1,.391,0.6,2.0,.317,1.4,3.2,.436,.451,0.5,0.5,.870,0.1,0.7,0.8,1.4,0.3,0.0,0.6,0.9,5.1,.381,20.7,0.0,-5.0,-1.4,7.3,0.4,.107,-3.6,1.0,-0.4,10.0,1.4,10.4,4.2,.475,25.6,-0.3,0.0,.003,"$3,333,333",/players/b/burketr01.html,DAL,3.333333,
Alec_Burks_2021,Alec Burks,SG,30,NYK,81,44,28.6,3.5,9.0,.391,1.9,4.8,.404,1.6,4.2,.378,.499,2.7,3.3,.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7,.534,15.7,1.1,0.8,1.2,16.6,2.9,.363,-0.4,2.1,3.2,13.7,1.8,9.7,9.2,.559,17.7,1.7,6.1,.126,"$9,536,000",/players/b/burksal01.html,NYK,9.536,
Jared_Butler_2021,Jared Butler,SG,21,UTA,42,1,8.6,1.5,3.6,.404,0.7,2.1,.318,0.8,1.5,.524,.497,0.3,0.4,.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,.583,26.0,2.0,-1.6,0.7,11.8,0.5,.106,-2.3,1.6,0.0,12.1,2.3,17.3,6.8,.509,23.1,0.0,0.4,.057,"$925,258",/players/b/butleja02.html,UTA,0.925258,
Jimmy_Butler_2021,Jimmy Butler,SF,32,MIA,57,57,33.9,7.0,14.5,.480,0.5,2.0,.233,6.5,12.5,.520,.496,6.9,8.0,.870,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,.140,26.4,1.5,6.3,1.9,13.5,2.9,.549,4.5,6.1,6.2,23.6,2.4,10.5,9.9,.592,26.5,4.0,9.2,.228,"$36,016,200",/players/b/butleji01.html,MIA,36.0162,
Devontae_Cacok_2021,Devontae Cacok,PF,25,SAS,15,0,8.1,1.4,2.1,.677,0.0,0.0,,1.4,2.1,.677,.677,0.3,0.5,.571,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1,.000,6.9,4.9,4.2,3.5,29.7,0.3,.226,0.7,6.9,0.3,20.2,3.2,8.1,18.2,.675,12.9,0.2,0.5,.206,"$364,533",/players/c/cacokde01.html,SAS,0.364533,
Kentavious_Caldwell-Pope_2021,Kentavious Caldwell-Pope,SG,28,WAS,77,77,30.2,4.7,10.8,.435,2.1,5.3,.390,2.6,5.5,.480,.531,1.8,2.0,.890,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,.492,9.1,0.9,-1.5,-0.6,10.3,1.4,.186,-0.9,2.0,1.4,12.6,1.8,9.8,6.2,.568,19.0,0.3,2.8,.058,"$13,038,862",/players/c/caldwke01.html,WAS,13.038862,
Facundo_Campazzo_2021,Facundo Campazzo,PG,30,DEN,65,4,18.2,1.6,4.6,.361,0.9,3.0,.301,0.8,1.6,.476,.459,0.9,1.2,.769,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1,.652,24.1,1.8,-0.8,1.3,8.6,1.3,.264,-2.1,2.2,0.6,11.1,2.6,16.9,5.5,.503,14.7,0.4,2.0,.081,"$3,804,150",/players/c/campafa01.html,DEN,3.80415,
Vlatko_Cancar_2021,Vlatko Čančar,PF,24,DEN,15,1,11.7,1.5,2.7,.561,0.5,0.8,.583,1.1,1.9,.552,.646,0.6,0.9,.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1,.293,13.2,1.5,-1.7,-0.9,14.1,0.1,.341,-0.9,5.2,0.3,12.7,0.6,16.0,9.8,.657,14.0,0.0,0.4,.114,"$1,782,621",/players/c/cancavl01.html,DEN,1.782621,
Devin_Cannady_2021,Devin Cannady,PG,25,ORL,5,0,29.0,3.0,8.8,.341,3.0,7.4,.405,0.0,1.4,.000,.511,1.0,1.4,.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0,.841,10.0,1.9,-3.2,-0.4,3.7,0.1,.159,-2.8,0.7,0.0,8.6,1.7,9.6,2.2,.531,15.5,0.0,0.1,.033,"$100,000",/players/c/cannade01.html,ORL,0.1,
Clint_Capela_2021,Clint Capela,C,27,ATL,74,73,27.6,5.0,8.2,.613,0.0,0.0,.000,5.0,8.1,.614,.613,1.1,2.3,.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,.002,6.6,4.1,2.0,-0.1,31.9,2.7,.280,2.2,15.0,5.6,21.4,1.3,6.1,23.5,.604,15.5,2.1,8.3,.195,"$17,103,448",/players/c/capelca01.html,ATL,17.103448,
Vernon_Carey_Jr_2021,Vernon Carey Jr.,C,20,TOT,7,1,6.3,1.0,1.9,.538,0.0,0.0,,1.0,1.9,.538,.538,0.9,1.9,.462,1.1,0.6,1.7,0.0,0.3,0.1,0.4,0.6,2.9,.000,0.0,1.9,-7.5,-4.5,9.8,0.0,1.000,-3.0,19.9,0.0,15.8,2.2,13.8,14.8,.534,21.6,-0.1,0.1,.068,"$1,517,981",/players/c/careyve01.html,WAS,1.517981,
Jevon_Carter_2021,Jevon Carter,PG,26,TOT,66,3,13.7,1.5,3.8,.387,1.0,2.6,.388,0.5,1.3,.386,.518,0.2,0.3,.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2,.672,14.0,1.4,-2.2,-0.4,11.2,0.7,.071,-1.8,1.7,0.5,9.6,1.3,11.5,6.6,.531,14.0,-0.1,1.2,.062,"$457,149",/players/c/carteje01.html,MIL,0.457149,
Wendell_Carter_Jr_2021,Wendell Carter Jr.,C,22,ORL,62,61,29.9,5.8,11.0,.525,1.1,3.5,.327,4.7,7.6,.615,.576,2.3,3.3,.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0,.313,15.4,2.1,1.6,0.6,29.1,2.4,.303,1.0,7.9,2.6,18.4,0.9,13.1,18.5,.601,20.9,1.7,5.0,.129,"$6,920,027",/players/c/cartewe01.html,ORL,6.920027,
Alex_Caruso_2021,Alex Caruso,SG,27,CHI,41,18,28.0,2.5,6.2,.398,1.0,3.1,.333,1.5,3.2,.462,.480,1.4,1.8,.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,.492,18.5,1.1,0.2,2.3,11.2,1.2,.285,-2.2,3.3,0.7,11.7,3.0,16.5,7.3,.528,13.3,0.6,2.0,.082,"$8,604,651",/players/c/carusal01.html,CHI,8.604651,
Willie_Cauley-Stein_2021,Willie Cauley-Stein,C,28,TOT,20,2,9.2,0.8,1.8,.457,0.1,0.1,.500,0.8,1.7,.455,.471,0.1,0.1,.500,0.7,1.4,2.0,0.5,0.3,0.2,0.4,1.0,1.7,.057,7.5,1.5,-3.0,1.1,16.4,0.3,.057,-4.1,7.9,0.0,8.3,1.7,16.3,12.2,.474,10.6,0.0,0.2,.066,,/players/c/caulewi01.html,PHI,,
Ahmad_Caver_2021,Ahmad Caver,PG,25,IND,1,0,1.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,.000,0.0,0.0,36.5,6.3,0.0,0.0,.000,30.2,0.0,0.0,76.2,0.0,0.0,0.0,1.000,42.8,0.0,0.0,1.204,,/players/c/caverah01.html,IND,,
Justin_Champagnie_2021,Justin Champagnie,SF,20,TOR,36,0,7.8,0.9,1.9,.463,0.3,0.8,.357,0.6,1.1,.538,.537,0.3,0.3,1.000,1.0,1.0,2.0,0.3,0.2,0.1,0.2,0.9,2.3,.418,5.4,1.4,-2.0,-0.7,14.3,0.3,.134,-1.3,13.5,0.5,13.6,1.4,10.1,13.9,.571,12.0,0.0,0.8,.138,,/players/c/champju01.html,TOR,,
Zylan_Cheatham_2021,Zylan Cheatham,SF,26,UTA,1,0,5.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.667,0.0,0.0,-30.6,-11.3,0.0,0.0,.000,-19.3,0.0,-0.1,-23.8,0.0,0.0,0.0,.000,26.1,0.0,-0.1,-0.610,,/players/c/cheatzy01.html,UTA,,
Chris_Chiozza_2021,Chris Chiozza,PG,26,GSW,34,1,10.9,0.7,2.4,.296,0.5,1.6,.321,0.2,0.8,.250,.401,0.1,0.1,.667,0.3,0.8,1.1,1.9,0.4,0.0,0.9,0.9,2.0,.654,22.5,0.0,-6.0,-0.2,7.7,0.5,.037,-5.7,2.7,-0.5,4.4,1.7,28.0,5.3,.407,13.4,-0.4,0.0,-0.004,,/players/c/chiozch01.html,GSW,,
Marquese_Chriss_2021,Marquese Chriss,PF,24,DAL,34,0,10.2,1.8,3.9,.463,0.2,0.7,.320,1.6,3.2,.495,.493,0.6,1.0,.667,1.0,2.1,3.0,0.5,0.4,0.4,0.5,1.9,4.5,.187,7.7,3.1,-3.8,0.0,22.5,0.6,.246,-3.8,10.6,0.2,14.8,1.9,10.3,16.5,.518,21.5,-0.2,0.8,.108,"$958,529",/players/c/chrisma01.html,DAL,0.958529,
Josh_Christopher_2021,Josh Christopher,SG,20,HOU,74,2,18.0,3.0,6.8,.448,0.8,2.6,.296,2.3,4.2,.540,.504,1.1,1.5,.735,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9,.378,17.3,0.9,-3.5,-1.3,11.1,0.7,.226,-2.2,4.3,-0.4,12.2,2.3,17.2,7.7,.534,21.1,-0.5,0.3,.010,"$2,259,240",/players/c/chrisjo01.html,HOU,2.25924,
Gary_Clark_2021,Gary Clark,PF,27,NOP,38,1,9.9,0.9,2.3,.375,0.7,1.8,.400,0.1,0.5,.278,.534,0.2,0.3,.700,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7,.795,6.4,1.8,0.1,0.0,20.1,0.4,.114,0.1,6.6,0.3,11.4,1.7,9.8,13.2,.547,11.6,0.2,0.7,.092,"$377,645",/players/c/clarkga01.html,NOP,0.377645,
Brandon_Clarke_2021,Brandon Clarke,PF,25,MEM,64,1,19.5,4.5,7.0,.644,0.1,0.3,.227,4.4,6.6,.666,.650,1.3,2.0,.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,.049,10.3,4.9,4.2,1.1,17.8,1.9,.291,3.1,11.1,4.4,23.7,1.5,6.3,14.4,.660,17.7,2.0,6.3,.241,"$2,726,880",/players/c/clarkbr01.html,MEM,2.72688,
Jordan_Clarkson_2021,Jordan Clarkson,SG,29,UTA,79,1,27.1,5.9,14.1,.419,2.4,7.6,.318,3.5,6.5,.535,.504,1.8,2.2,.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16.0,.536,14.5,0.7,-0.6,-1.2,10.2,2.0,.156,0.5,3.5,1.5,14.9,1.5,9.8,7.0,.532,26.8,0.7,3.5,.079,"$12,420,000",/players/c/clarkjo01.html,UTA,12.42,
Nic_Claxton_2021,Nic Claxton,C,22,BRK,47,19,20.7,3.8,5.6,.674,0.0,0.0,,3.8,5.6,.674,.674,1.1,2.0,.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,.000,6.4,4.7,0.4,0.2,18.9,1.2,.352,0.3,10.4,2.3,18.6,1.2,11.1,14.8,.672,15.1,0.6,3.5,.171,"$1,782,621",/players/c/claxtni01.html,BRK,1.782621,
Amir_Coffey_2021,Amir Coffey,SG,24,LAC,69,30,22.7,3.1,6.8,.453,1.4,3.7,.378,1.7,3.1,.542,.556,1.5,1.7,.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,.545,11.4,0.8,-0.3,0.0,11.2,1.5,.251,-0.3,1.8,2.3,13.0,1.2,8.0,6.7,.598,15.8,0.7,3.8,.116,"$153,488",/players/c/coffeam01.html,LAC,0.153488,
John_Collins_2021,John Collins,PF,24,ATL,54,53,30.8,6.3,11.9,.526,1.2,3.3,.364,5.1,8.7,.588,.576,2.5,3.1,.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,.273,8.9,3.0,1.5,0.0,21.5,1.4,.262,1.5,6.2,3.6,18.7,1.0,7.7,13.9,.610,20.5,1.5,5.1,.146,"$23,000,000",/players/c/collijo01.html,ATL,23.0,
Zach_Collins_2021,Zach Collins,PF,24,SAS,28,4,17.9,2.7,5.5,.490,0.5,1.5,.341,2.2,4.1,.544,.535,1.9,2.3,.800,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,.265,16.3,3.8,-0.2,1.0,22.5,0.7,.419,-1.2,9.5,0.6,16.4,1.2,19.7,16.0,.594,19.2,0.2,1.2,.118,"$6,984,127",/players/c/colliza01.html,SAS,6.984127,
Darren_Collison_2021,Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,.286,0.0,1.0,.000,0.7,1.3,.500,.286,0.0,0.0,,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3,.429,6.8,0.0,-10.9,-0.9,11.6,0.0,.000,-10.0,0.0,-0.1,-0.2,1.3,12.5,5.8,.286,9.3,-0.1,-0.1,-0.070,,/players/c/collida01.html,LAL,,
Mike_Conley_2021,Mike Conley,PG,34,UTA,72,72,28.6,4.8,11.0,.435,2.3,5.8,.408,2.4,5.2,.464,.542,1.8,2.3,.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,2.0,13.7,.523,27.7,0.9,3.1,0.7,8.8,2.3,.205,2.4,2.6,4.4,17.2,2.3,12.5,5.8,.572,20.9,2.7,6.7,.157,"$21,000,000",/players/c/conlemi01.html,UTA,21.0,
Pat_Connaughton_2021,Pat Connaughton,SG,29,MIL,65,19,26.0,3.5,7.6,.458,2.2,5.7,.395,1.2,1.9,.643,.605,0.7,0.8,.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,.746,6.6,0.9,1.2,0.4,14.0,1.6,.109,0.8,2.9,2.8,13.4,1.7,6.3,8.6,.620,14.0,1.4,4.4,.125,"$5,333,333",/players/c/connapa01.html,MIL,5.333333,
Tyler_Cook_2021,Tyler Cook,PF,24,CHI,20,2,10.0,1.2,1.9,.605,0.0,0.0,,1.2,1.9,.605,.605,1.1,1.6,.656,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,.000,2.0,1.7,-4.1,-1.1,20.7,0.2,.842,-3.0,9.1,0.4,13.0,1.0,11.8,14.9,.643,13.0,-0.1,0.5,.127,,/players/c/cookty01.html,CHI,,
Sharife_Cooper_2021,Sharife Cooper,PG,20,ATL,13,0,3.0,0.2,1.1,.214,0.1,0.5,.167,0.2,0.6,.250,.250,0.0,0.0,,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.1,0.5,.429,16.3,0.0,-16.3,-5.0,14.0,0.0,.000,-11.3,0.0,-0.2,-5.4,0.0,26.3,7.0,.250,21.3,-0.1,-0.2,-0.297,,/players/c/coopesh01.html,ATL,,
Petr_Cornelie_2021,Petr Cornelie,PF,26,DEN,13,0,2.9,0.4,1.2,.333,0.1,0.6,.125,0.3,0.5,.571,.367,0.2,0.3,.750,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,.533,10.8,2.4,-8.8,-2.7,19.9,0.0,.267,-6.1,21.3,-0.1,9.6,1.3,19.3,20.6,.418,24.0,-0.1,0.0,-0.015,,/players/c/cornepe01.html,DEN,,
DeMarcus_Cousins_2021,DeMarcus Cousins,C,31,TOT,48,7,15.0,3.1,6.8,.460,0.8,2.5,.303,2.3,4.2,.554,.517,2.0,2.6,.760,1.5,4.1,5.6,1.5,0.7,0.4,1.8,2.9,9.0,.377,15.2,2.7,-1.6,0.2,29.1,1.3,.386,-1.8,11.7,0.3,18.2,2.4,18.3,20.6,.567,28.1,0.1,1.6,.104,"$683,196",/players/c/couside01.html,DEN,0.683196,
Robert_Covington_2021,Robert Covington,PF-SF,31,TOT,71,42,27.3,2.9,7.0,.420,1.8,4.8,.378,1.1,2.2,.509,.548,0.8,1.0,.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,.681,6.8,4.4,0.2,1.8,18.9,2.4,.139,-1.6,3.3,0.8,12.4,2.6,12.4,11.0,.572,13.5,1.1,3.2,.080,"$12,975,471",/players/c/covinro01.html,LAC,12.975471,
Torrey_Craig_2021,Torrey Craig,SF,31,TOT,78,16,20.5,2.6,5.7,.454,1.0,3.0,.329,1.6,2.7,.594,.541,0.5,0.7,.750,1.1,2.9,4.0,1.2,0.6,0.5,0.9,1.9,6.6,.531,7.6,2.0,-1.8,-0.1,15.4,1.4,.118,-1.7,5.9,0.9,11.0,1.4,12.6,10.7,.556,14.3,0.1,2.3,.070,"$4,878,049",/players/c/craigto01.html,PHO,4.878049,
