,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
283,211,Quentin Grimes,SG,21,NYK,46,6,17.1,2.1,5.1,.404,1.6,4.1,.381,0.5,1.0,.500,.557,0.3,0.4,.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,.804,8.5,1.4,-0.3,0.9,9.8,0.9,.081,-1.2,3.2,0.6,10.7,2.0,10.3,6.4,.565,15.1,0.3,1.4,.087
284,212,Kyle Guy,SG,24,MIA,19,0,9.8,1.4,3.4,.400,0.7,2.1,.350,0.6,1.3,.480,.508,0.4,0.6,.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,.615,13.5,0.6,-3.4,-0.3,7.8,0.2,.185,-3.1,2.5,-0.1,9.5,1.9,15.6,5.2,.526,19.9,-0.1,0.1,.035
285,213,Rui Hachimura,PF,23,WAS,42,13,22.5,4.5,9.1,.491,1.3,2.9,.447,3.1,6.1,.512,.563,1.1,1.6,.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,.323,7.9,0.8,-1.5,-1.7,15.6,0.6,.173,0.2,3.0,0.9,14.9,1.2,7.4,9.4,.579,20.9,0.1,1.4,.073
286,214,Tyrese Haliburton,SG-PG,21,TOT,77,77,35.0,5.6,11.8,.473,2.1,5.1,.414,3.5,6.8,.517,.562,2.1,2.5,.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,.428,34.1,1.6,2.6,-0.1,10.3,1.8,.209,2.7,2.5,5.2,18.2,2.4,16.7,6.3,.595,19.0,3.1,7.0,.125
287,214,Tyrese Haliburton,SG,21,SAC,51,51,34.5,5.3,11.5,.457,2.0,4.9,.413,3.2,6.5,.491,.546,1.7,2.0,.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,.430,31.4,1.7,2.6,0.4,10.0,1.2,.177,2.2,2.4,2.7,17.0,2.4,15.4,6.2,.575,18.3,2.0,4.0,.109
288,214,Tyrese Haliburton,PG,21,IND,26,26,36.1,6.2,12.4,.502,2.2,5.3,.416,4.0,7.2,.565,.590,2.8,3.3,.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5,.424,38.9,1.4,2.8,-1.0,10.9,0.6,.266,3.7,2.6,2.5,20.5,2.5,18.9,6.7,.629,20.3,1.1,3.0,.156
289,215,Tyler Hall,SG,24,NYK,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-8.5,-0.5,0.0,0.0,,-8.1,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.007
290,216,R.J. Hampton,SG,20,ORL,64,14,21.9,2.7,7.1,.383,1.0,2.9,.350,1.7,4.3,.405,.453,1.2,1.8,.641,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6,7.6,.400,16.9,0.8,-4.1,-0.1,12.9,1.1,.256,-4.0,1.7,-1.3,8.5,1.4,14.6,7.3,.481,18.4,-0.7,-0.2,-0.005
291,217,Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5.0,12.6,.394,2.4,7.2,.336,2.5,5.4,.473,.491,1.9,2.5,.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,.574,11.4,0.4,-0.2,0.2,12.8,1.5,.194,-0.4,1.2,0.5,12.7,1.5,5.6,7.0,.520,22.0,0.6,2.0,.077
292,218,James Harden,PG-SG,32,TOT,65,65,37.2,6.3,15.3,.410,2.3,6.9,.330,4.0,8.4,.476,.485,7.2,8.2,.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,.452,40.3,1.3,4.1,0.3,19.7,2.7,.540,3.7,2.6,4.9,20.9,1.7,18.8,11.3,.583,27.2,3.7,7.6,.152
293,218,James Harden,PG,32,BRK,44,44,37.0,6.6,16.0,.414,2.3,7.0,.332,4.3,9.1,.476,.486,6.9,8.0,.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,.435,39.7,1.7,4.1,0.4,20.2,1.8,.496,3.7,2.9,2.6,20.4,1.7,19.8,11.7,.576,28.3,2.5,4.4,.130
294,218,James Harden,SG,32,PHI,21,21,37.7,5.5,13.6,.402,2.2,6.7,.326,3.3,6.9,.476,.483,7.9,8.9,.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,.493,41.4,0.6,3.9,0.1,18.9,0.9,.650,3.8,1.9,2.3,21.8,1.6,16.4,10.5,.601,24.9,1.2,3.3,.197
295,219,Maurice Harkless,SF,28,SAC,47,24,18.4,1.8,3.9,.459,0.7,2.1,.307,1.1,1.7,.650,.544,0.4,0.6,.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,.558,3.6,2.4,-3.3,0.4,12.7,0.6,.155,-3.7,1.5,-0.1,7.7,1.6,13.8,7.1,.561,11.2,-0.3,0.5,.026
296,220,Jared Harper,PG,24,NOP,5,0,8.6,2.8,5.2,.538,1.0,2.4,.417,1.8,2.8,.643,.635,0.8,0.8,1.000,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4,.462,64.1,2.2,17.3,3.1,0.0,0.1,.154,14.2,5.0,0.3,36.9,4.6,6.7,2.6,.666,29.7,0.2,0.4,.422
297,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
298,221,Montrezl Harrell,C,28,TOT,71,3,23.1,5.0,7.8,.645,0.1,0.2,.235,5.0,7.6,.658,.649,3.0,4.2,.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,.031,13.9,2.3,3.9,0.1,18.7,1.2,.533,3.7,10.0,6.1,23.2,0.9,9.5,14.4,.680,20.2,2.4,7.3,.213
299,221,Montrezl Harrell,C,28,WAS,46,3,24.3,5.4,8.3,.645,0.1,0.3,.267,5.3,8.0,.660,.650,3.2,4.5,.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1,.039,13.9,2.4,4.8,0.6,20.8,0.9,.535,4.3,9.7,4.2,23.9,0.8,9.6,15.3,.684,20.8,1.9,5.1,.217
300,221,Montrezl Harrell,C,28,CHO,25,0,21.0,4.4,6.9,.645,0.0,0.1,.000,4.4,6.8,.653,.645,2.5,3.6,.692,2.1,2.8,4.9,2.0,0.4,0.5,0.9,2.0,11.4,.012,13.9,2.2,1.8,-0.8,14.2,0.3,.529,2.6,10.6,1.9,21.7,1.0,9.4,12.3,.672,19.0,0.5,2.2,.203
301,222,Gary Harris,SG,27,ORL,61,30,28.4,3.9,9.1,.434,1.9,5.0,.384,2.0,4.1,.494,.539,1.4,1.6,.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,.546,9.5,0.5,-2.4,-0.4,5.3,1.0,.172,-2.0,2.2,1.1,10.9,1.6,9.3,3.7,.571,16.4,-0.2,2.2,.060
302,223,Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,.710,4.5,0.4,-1.4,-0.5,12.8,0.2,.048,-0.9,1.3,0.3,9.6,0.8,11.2,7.2,.624,14.5,0.1,0.5,.060
303,224,Tobias Harris,PF,29,PHI,73,73,34.8,6.8,14.0,.482,1.4,3.8,.367,5.4,10.2,.525,.532,2.3,2.8,.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,.269,15.9,1.5,0.0,-0.6,18.1,2.6,.198,0.6,3.4,3.0,15.9,0.9,9.5,10.9,.566,21.7,1.3,5.6,.105
304,225,Shaquille Harrison,SG,28,BRK,2,0,11.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0,.333,16.6,3.9,-8.3,0.7,13.8,0.0,.000,-9.0,4.9,-0.1,4.6,2.1,25.0,9.5,.333,15.0,0.0,0.0,-0.067
305,226,Josh Hart,SG-SF,26,TOT,54,53,33.2,5.3,10.5,.504,1.4,3.9,.343,4.0,6.6,.601,.569,3.0,3.9,.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,.374,18.9,0.7,1.0,0.5,20.7,1.5,.371,0.5,3.7,2.8,16.1,1.7,14.7,12.0,.610,18.6,1.4,4.4,.117
306,226,Josh Hart,SG,26,NOP,41,40,33.5,4.8,9.4,.505,1.0,3.2,.323,3.7,6.2,.598,.560,2.8,3.8,.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4,.337,17.7,0.8,0.7,0.9,21.9,1.4,.399,-0.2,4.2,2.1,15.2,1.6,15.1,12.8,.604,16.7,0.9,3.4,.119
307,226,Josh Hart,SF,26,POR,13,13,32.1,7.1,14.1,.503,2.4,6.4,.373,4.7,7.7,.610,.587,3.4,4.4,.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,.454,23.1,0.5,1.9,-1.0,16.7,0.2,.311,2.8,2.3,0.8,19.4,1.9,13.7,9.2,.622,25.0,0.4,1.0,.112
308,227,Isaiah Hartenstein,C,23,LAC,68,0,17.9,3.4,5.4,.626,0.2,0.4,.467,3.2,4.9,.640,.645,1.3,1.9,.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3,.082,20.5,5.4,4.5,3.1,18.2,2.2,.361,1.4,10.5,3.3,22.0,2.0,16.5,14.5,.664,18.4,2.0,5.5,.215
309,228,Udonis Haslem,C,41,MIA,13,0,6.4,1.1,2.4,.452,0.1,0.3,.250,1.0,2.1,.481,.468,0.2,0.2,1.000,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,.129,7.4,1.3,-7.1,-0.7,28.2,0.1,.097,-6.4,5.6,-0.1,8.6,0.6,13.4,17.1,.495,20.0,-0.1,0.1,.033
310,229,Sam Hauser,SF,24,BOS,26,0,6.1,0.9,1.9,.460,0.7,1.7,.432,0.2,0.2,.667,.650,0.0,0.0,,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,.880,9.1,1.2,2.3,-0.3,16.0,0.2,.000,2.7,3.5,0.4,14.8,0.3,3.8,9.9,.650,14.5,0.2,0.6,.171
311,230,Jaxson Hayes,C,21,NOP,70,28,20.0,3.5,5.7,.616,0.3,0.8,.351,3.2,4.9,.660,.641,2.1,2.7,.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,.143,4.7,3.8,0.2,-0.3,16.2,1.3,.472,0.6,8.9,3.7,18.5,1.2,10.1,12.5,.680,16.4,0.8,5.1,.174
312,231,Killian Hayes,PG,20,DET,66,40,25.0,2.7,7.0,.383,0.7,2.5,.263,2.0,4.4,.452,.431,0.9,1.1,.770,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,.364,24.6,1.9,-3.5,0.8,12.0,1.5,.161,-4.3,2.2,-1.0,9.3,2.3,18.4,6.9,.461,15.7,-0.6,0.5,.014
313,232,Gordon Hayward,SF,31,CHO,49,48,31.9,5.8,12.6,.459,1.8,4.5,.391,4.0,8.1,.496,.528,2.6,3.0,.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,.357,16.1,1.3,-0.7,-0.8,12.8,1.0,.241,0.1,2.5,1.9,15.1,1.4,10.6,7.6,.570,20.7,0.5,2.8,.087
314,233,Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,.200,0.0,0.2,.000,0.2,0.7,.250,.200,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3,.200,0.0,10.6,-16.5,-2.4,6.5,0.0,.000,-14.0,0.0,-0.1,-7.4,0.0,28.6,3.3,.200,18.5,-0.1,-0.1,-0.306
315,234,Juancho Hernangómez,PF,26,TOT,40,9,11.1,1.1,2.7,.415,0.6,1.7,.348,0.5,0.9,.541,.528,0.5,0.9,.559,0.7,1.8,2.5,0.5,0.4,0.3,0.4,0.6,3.3,.651,6.0,2.0,-0.6,0.1,17.1,0.6,.321,-0.7,7.0,0.3,11.5,1.6,11.7,12.2,.542,13.4,0.2,0.9,.095
316,234,Juancho Hernangómez,PF,26,BOS,18,0,5.3,0.3,1.5,.185,0.2,1.0,.167,0.1,0.5,.222,.241,0.3,0.5,.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1,.667,4.0,1.9,-8.3,-1.4,17.6,0.2,.333,-6.9,10.4,-0.3,3.8,2.1,16.2,14.1,.307,17.0,-0.2,-0.1,-0.050
317,234,Juancho Hernangómez,PF,26,SAS,5,0,10.2,0.4,1.2,.333,0.0,0.6,.000,0.4,0.6,.667,.333,0.6,0.8,.750,0.8,2.2,3.0,0.6,0.2,0.2,0.4,0.0,1.4,.500,6.9,1.6,-2.5,-0.1,22.8,0.1,.667,-2.4,8.2,0.0,9.0,0.9,20.5,15.4,.451,8.1,0.0,0.1,.055
318,234,Juancho Hernangómez,PF,26,UTA,17,9,17.5,2.2,4.3,.507,1.2,2.8,.438,0.9,1.5,.640,.651,0.6,1.2,.476,0.9,2.6,3.5,0.8,0.5,0.4,0.5,1.1,6.2,.658,6.5,2.1,2.2,0.7,16.0,0.4,.288,1.5,5.7,0.6,14.5,1.5,8.9,11.0,.638,13.2,0.3,0.9,.149
319,235,Willy Hernangómez,C,27,NOP,50,8,16.8,3.4,6.5,.520,0.1,0.2,.333,3.3,6.3,.527,.526,2.2,2.8,.773,2.9,3.9,6.8,1.3,0.4,0.4,1.0,1.9,9.1,.037,11.9,2.2,0.2,-1.5,26.3,0.9,.431,1.8,18.5,2.2,22.2,1.2,11.6,22.3,.582,22.5,0.5,3.2,.180
320,236,Tyler Herro,SG,22,MIA,66,10,32.6,7.6,17.0,.447,2.7,6.7,.399,4.9,10.3,.477,.525,2.9,3.3,.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,.391,20.9,0.4,0.7,-0.9,15.4,2.4,.195,1.6,1.7,1.3,16.2,1.0,12.5,8.7,.561,28.8,1.5,3.8,.084
321,237,Buddy Hield,SG,29,TOT,81,32,30.9,5.5,13.6,.406,3.2,8.8,.366,2.3,4.7,.482,.526,1.4,1.6,.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,.652,13.8,0.9,-1.2,-1.7,12.8,1.1,.116,0.5,2.9,0.8,12.9,1.4,11.7,7.8,.548,22.4,0.5,1.9,.036
322,237,Buddy Hield,SG,29,SAC,55,6,28.6,4.8,12.6,.382,3.3,9.0,.368,1.5,3.6,.419,.514,1.5,1.7,.870,0.8,3.2,4.0,1.9,0.9,0.3,1.6,2.1,14.4,.714,10.0,0.8,-1.3,-1.5,12.4,0.8,.133,0.2,2.9,0.0,11.9,1.5,10.9,7.6,.540,22.5,0.3,0.7,.023
323,237,Buddy Hield,SG,29,IND,26,26,35.6,7.0,15.6,.447,3.1,8.5,.362,3.9,7.1,.549,.546,1.2,1.3,.886,0.9,4.2,5.1,4.8,1.0,0.4,2.4,2.7,18.2,.546,20.3,0.9,-1.1,-2.2,13.4,0.3,.086,1.1,2.7,0.8,14.5,1.3,13.0,8.0,.563,22.4,0.2,1.1,.059
324,238,Haywood Highsmith,SF,25,MIA,19,1,8.6,0.8,2.4,.348,0.5,1.5,.321,0.4,0.9,.389,.446,0.1,0.3,.400,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3,.609,5.1,1.9,-4.6,-1.3,10.9,0.2,.109,-3.3,7.1,0.0,7.0,0.6,5.9,9.0,.446,14.0,-0.1,0.1,.041
325,239,George Hill,SG,35,MIL,54,17,23.2,2.2,5.1,.429,0.8,2.5,.306,1.4,2.6,.546,.504,1.1,1.1,.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2,.487,12.4,0.5,-1.5,0.6,9.7,1.0,.225,-2.2,3.3,1.3,10.2,1.6,11.9,6.6,.552,11.7,0.1,2.3,.087
326,240,Malcolm Hill,SF-SG,26,TOT,19,0,11.2,1.3,2.7,.462,0.7,1.9,.361,0.6,0.8,.688,.587,0.6,0.7,.786,0.6,1.3,1.8,0.4,0.4,0.2,0.2,1.3,3.8,.692,5.0,1.2,-1.6,-0.5,12.6,0.2,.269,-1.1,5.8,0.4,12.7,1.6,4.9,9.2,.619,12.7,0.0,0.6,.126
327,240,Malcolm Hill,SG,26,ATL,3,0,15.3,1.7,2.7,.625,1.0,1.7,.600,0.7,1.0,.667,.813,1.3,1.3,1.000,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3,5.7,.625,2.9,1.9,3.8,3.5,9.5,0.1,.500,0.3,4.8,0.2,19.0,4.3,0.0,7.1,.871,9.3,0.1,0.2,.252
328,240,Malcolm Hill,SF,26,CHI,16,0,10.4,1.2,2.8,.432,0.6,1.9,.323,0.6,0.8,.692,.545,0.4,0.6,.700,0.6,1.3,1.8,0.4,0.2,0.1,0.2,1.1,3.4,.705,5.6,1.0,-3.1,-1.6,13.5,0.1,.227,-1.5,6.1,0.2,11.0,0.9,5.8,9.8,.568,13.6,0.0,0.3,.091
329,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
330,241,Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,.150,0.2,1.0,.154,0.1,0.5,.143,.200,0.0,0.0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,.650,10.3,1.3,-4.0,1.2,13.3,0.1,.000,-5.1,4.8,-0.1,3.3,1.4,4.8,9.1,.200,6.6,-0.1,0.0,-0.006
331,242,Nate Hinton,SG,22,IND,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,.000,0.0,0.0,-42.6,-14.5,0.0,0.0,.000,-28.1,0.0,-0.1,-45.2,0.0,50.0,0.0,.000,42.8,0.0,-0.1,-1.231
332,243,Jaylen Hoard,SF,22,OKC,7,5,34.3,6.3,12.9,.489,1.3,3.6,.360,5.0,9.3,.538,.539,0.9,2.0,.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0,14.7,.278,11.6,1.9,-0.9,-2.1,23.5,0.3,.156,1.2,12.7,0.3,18.0,1.2,7.7,18.0,.536,18.7,0.1,0.6,.118
333,244,Aaron Holiday,PG,25,TOT,63,15,16.2,2.4,5.4,.447,0.6,1.6,.379,1.8,3.7,.477,.504,0.9,1.1,.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,.305,20.7,0.7,-1.7,0.3,10.3,0.9,.201,-1.9,2.6,0.5,12.6,2.0,15.4,6.5,.544,18.7,0.1,1.5,.068
334,244,Aaron Holiday,PG,25,WAS,41,14,16.2,2.4,5.2,.467,0.6,1.6,.343,1.9,3.6,.524,.521,0.7,0.9,.800,0.2,1.4,1.6,1.9,0.6,0.2,1.0,1.5,6.1,.313,17.1,1.2,-2.1,0.3,9.5,0.4,.164,-2.4,1.5,0.1,11.3,1.8,14.5,5.6,.547,18.0,0.0,0.5,.038
335,244,Aaron Holiday,PG,25,PHO,22,1,16.3,2.3,5.6,.411,0.7,1.6,.444,1.6,4.0,.398,.476,1.4,1.5,.939,0.7,1.8,2.5,3.4,0.8,0.0,1.3,1.5,6.8,.290,27.4,0.0,-0.8,0.3,11.7,0.5,.266,-1.0,4.6,0.4,14.9,2.4,16.8,8.2,.538,20.0,0.1,0.9,.125
336,245,Jrue Holiday,PG,31,MIL,67,64,32.9,7.1,14.2,.501,2.0,4.8,.411,5.2,9.4,.547,.570,2.0,2.7,.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,.336,31.8,1.3,3.2,0.3,10.9,2.4,.189,2.9,3.4,4.5,19.8,2.4,15.0,7.2,.593,23.5,2.9,6.9,.150
337,246,Justin Holiday,SF-SG,32,TOT,74,65,27.8,3.5,8.9,.394,2.4,6.5,.367,1.1,2.4,.467,.528,0.7,0.8,.806,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1,10.1,.728,8.6,1.4,-2.2,-0.8,8.8,0.6,.094,-1.4,1.5,0.8,9.5,1.3,9.2,5.1,.543,15.8,-0.1,1.4,.033
338,246,Justin Holiday,SF,32,IND,49,40,28.9,3.9,9.3,.415,2.6,6.9,.378,1.3,2.5,.516,.553,0.7,0.8,.829,0.4,2.4,2.8,1.8,0.7,0.4,1.0,2.1,11.0,.734,8.8,1.1,-1.7,-0.8,9.4,0.3,.090,-0.8,1.4,1.0,10.3,1.2,9.3,5.3,.568,15.9,0.1,1.4,.047
339,246,Justin Holiday,SG,32,SAC,25,25,25.6,2.8,8.2,.348,2.0,5.8,.342,0.8,2.3,.362,.471,0.6,0.8,.762,0.4,1.8,2.2,1.5,0.8,0.6,0.8,2.0,8.3,.716,8.1,2.0,-3.4,-0.8,7.5,0.3,.103,-2.6,1.8,-0.3,7.9,1.6,9.0,4.7,.488,15.7,-0.2,0.0,.004
340,247,Richaun Holmes,C,28,SAC,45,37,23.9,4.4,6.7,.660,0.0,0.1,.400,4.4,6.6,.664,.663,1.6,2.0,.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,.017,6.8,3.3,-0.5,-0.1,22.9,0.9,.300,-0.4,9.3,2.4,17.8,0.8,14.2,16.1,.689,15.8,0.4,3.2,.145
341,248,Rodney Hood,SF-SG,29,TOT,52,0,13.6,1.1,3.0,.369,0.6,1.8,.330,0.5,1.3,.424,.465,0.3,0.4,.895,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1,.580,6.9,0.8,-3.3,-0.3,9.1,0.5,.121,-3.1,2.3,0.2,7.2,1.0,6.2,5.8,.493,10.7,-0.2,0.7,.048
342,248,Rodney Hood,SF,29,MIL,39,0,14.9,1.2,3.4,.351,0.6,2.1,.300,0.6,1.3,.431,.443,0.3,0.4,.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3,.611,6.5,0.7,-3.5,-0.2,9.7,0.4,.107,-3.3,2.4,0.1,6.7,1.0,4.9,6.1,.470,10.6,-0.2,0.5,.042
343,248,Rodney Hood,SG,29,LAC,13,0,9.8,0.9,2.0,.462,0.5,0.8,.545,0.5,1.2,.400,.577,0.3,0.4,.800,0.2,0.6,0.8,0.6,0.2,0.2,0.3,0.3,2.6,.423,8.5,1.3,-2.5,-0.4,6.4,0.1,.192,-2.0,1.7,0.1,9.3,1.1,12.4,4.1,.603,11.1,0.0,0.2,.075
344,249,Scotty Hopson,SG,32,OKC,1,0,18.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,.250,8.1,0.0,-11.6,-2.9,5.8,0.0,.000,-8.7,0.0,-0.1,0.1,0.0,33.3,2.9,.500,14.4,0.0,0.0,-0.132
345,250,Al Horford,C,35,BOS,69,69,29.1,3.9,8.2,.467,1.3,3.8,.336,2.6,4.4,.582,.546,1.2,1.4,.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,.466,16.4,4.2,4.3,2.9,22.2,3.8,.167,1.4,6.0,3.7,16.7,1.2,9.6,14.3,.574,14.8,3.2,7.6,.181
346,251,Talen Horton-Tucker,SG,21,LAL,60,19,25.2,3.7,9.0,.416,0.8,3.0,.269,2.9,5.9,.492,.462,1.7,2.1,.800,0.6,2.6,3.2,2.7,1.0,0.5,1.4,2.5,10.0,.338,14.9,1.7,-3.3,-0.2,11.1,1.2,.232,-3.2,2.6,-0.2,11.0,1.9,12.1,6.9,.503,19.2,-0.5,1.1,.033
347,252,Danuel House Jr.,SF,28,TOT,42,7,17.3,1.9,4.7,.404,1.0,2.8,.376,0.9,1.9,.444,.515,1.0,1.4,.759,0.4,2.2,2.6,1.0,0.5,0.4,0.8,1.2,5.9,.591,8.4,2.1,-1.1,0.2,13.8,0.7,.293,-1.3,2.8,0.4,10.6,1.4,12.9,8.4,.555,15.2,0.2,1.0,.068
348,252,Danuel House Jr.,SF,28,HOU,16,1,14.6,1.6,4.6,.338,0.6,2.1,.294,0.9,2.5,.375,.405,1.1,1.2,.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8,.459,11.5,1.9,-5.6,-0.7,18.5,0.1,.257,-4.8,1.9,-0.3,6.8,1.0,17.9,10.1,.467,18.3,-0.2,-0.2,-0.049
349,252,Danuel House Jr.,SF,28,NYK,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.0,0.0,-20.4,-7.8,0.0,0.0,.000,-12.6,0.0,0.0,-13.4,0.0,0.0,0.0,.000,14.6,0.0,0.0,-0.342
350,252,Danuel House Jr.,SF,28,UTA,25,6,19.6,2.2,4.9,.447,1.4,3.3,.415,0.8,1.6,.512,.585,1.1,1.6,.692,0.6,2.2,2.7,1.0,0.6,0.5,0.6,1.4,6.8,.667,7.0,2.2,1.2,0.7,11.7,0.6,.317,0.5,3.2,0.7,12.5,1.6,9.7,7.6,.610,13.8,0.4,1.3,.125
351,253,Dwight Howard,C,36,LAL,60,27,16.2,2.2,3.7,.612,0.1,0.3,.533,2.1,3.4,.618,.630,1.6,2.4,.658,2.0,4.0,5.9,0.6,0.6,0.6,0.8,1.9,6.2,.068,5.0,3.3,-0.2,0.0,26.3,1.3,.667,-0.2,13.1,2.2,18.2,1.7,14.2,19.7,.657,14.6,0.4,3.5,.174
352,254,Markus Howard,SG,22,DEN,31,0,5.7,1.3,3.3,.386,0.9,2.3,.400,0.4,1.0,.355,.525,0.6,0.7,.870,0.1,0.3,0.4,0.2,0.3,0.0,0.2,0.5,4.1,.693,6.2,0.0,-1.2,-2.0,6.1,0.2,.228,0.8,1.3,0.1,16.1,2.5,5.9,3.8,.567,29.4,0.0,0.3,.082
353,255,Kevin Huerter,SG,23,ATL,74,60,29.6,4.7,10.3,.454,2.2,5.6,.389,2.5,4.7,.530,.559,0.6,0.7,.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,.541,13.2,1.1,-1.2,-0.7,11.0,1.0,.068,-0.5,1.6,1.8,11.9,1.2,10.4,6.4,.570,17.5,0.4,2.8,.062
354,256,Jay Huff,C,23,LAL,4,0,5.0,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3,0.0,.667,5.9,4.5,-7.4,0.9,16.1,0.0,.000,-8.3,5.4,-0.1,0.6,2.4,25.0,10.8,.000,8.6,0.0,0.0,-0.117
