,Name,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,ID,Team,SalClean,FG%_,FT%_,TS%_,3P%_,G_pct,GS_pct,GS/G,Sal_class,Sal_class_predict,Sal_class_predict_proba,Height,Weight,Surplus_value,SalFinal,Max_proba
380,Shake Milton,PG,25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,0.33,17.6,1.3,-2.2,-0.6,10.4,1.0,0.181,-1.6,2.9,0.7,11.9,1.2,9.2,6.7,0.517,18.3,-0.1,1.7,0.069,/players/m/miltosh01.html,PHI,1.846738,0.419,0.694,0.555,0.4,0.6707317073170732,0.073170731707317,0.109090909090909,0,0,"[0.3528373400527784, 0.2765470242591999, 0.17826198153368616, 0.12162872957869107, 0.05532615282239291, 0.011292778524866286, 0.004105993228384639]",6-5,205,0.0,1.846738,0.3528373400527784
381,Davion Mitchell,PG,23,75,19,27.7,4.7,11.2,0.418,1.3,4.3,0.316,3.3,7.0,0.48,0.477,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,0.38,22.5,1.0,-3.8,-1.7,7.0,0.6,0.101,-2.1,1.7,-0.5,10.8,1.3,11.5,4.4,0.489,20.6,-0.9,0.1,0.003,/players/m/mitchda01.html,SAC,4.6032,0.447,0.593,0.521,0.218,0.9146341463414634,0.2317073170731707,0.2533333333333333,0,0,"[0.28906968950825335, 0.23020545627617128, 0.1958325624509233, 0.16010582215998254, 0.08837723036374492, 0.027138481344674024, 0.009270757896250035]",6-2,205,0.0,4.6032,0.28906968950825335
382,Donovan Mitchell,SG,25,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,0.475,27.7,0.5,4.3,-0.3,10.6,2.5,0.227,4.6,2.7,4.7,21.6,2.2,11.7,6.8,0.572,32.9,3.6,7.2,0.152,/players/m/mitchdo01.html,UTA,28.1035,0.389,0.781,0.485,0.288,0.8170731707317073,0.8170731707317073,1.0,25,30,"[0.004784179445961531, 0.016378676560054924, 0.03337776953583767, 0.04008213825981077, 0.08675113960188599, 0.2861662641132751, 0.5324598324831711]",6-1,215,1.8964999999999996,28.1035,0.5324598324831711
383,Evan Mobley,PF,20,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,0.111,11.6,4.4,0.6,1.5,19.8,3.7,0.304,-0.9,6.9,1.5,16.1,1.2,12.4,13.5,0.549,20.4,1.5,5.2,0.107,/players/m/mobleev01.html,CLE,8.07516,0.413,0.867,0.532,0.321,0.8414634146341463,0.8414634146341463,1.0,5,20,"[0.038091604135084105, 0.0725629381513031, 0.14614234130836148, 0.16216168090872576, 0.26501295556698534, 0.1959347187759077, 0.12009376115363322]",7-0,215,11.92484,8.07516,0.26501295556698534
384,Malik Monk,SG,23,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,0.535,15.2,1.2,-0.5,-1.0,11.0,1.4,0.142,0.5,1.9,2.3,14.4,1.4,12.2,6.4,0.597,20.1,0.8,3.6,0.081,/players/m/monkma01.html,LAL,1.789256,0.43,0.805,0.519,0.298,0.926829268292683,0.4512195121951219,0.4868421052631579,0,15,"[0.10460090900326557, 0.1886342686147195, 0.22117487328550145, 0.2493553367510852, 0.14908353059553742, 0.06641493579220208, 0.020736145957688436]",6-3,200,13.0,1.789256,0.2493553367510852
385,Greg Monroe,C,31,14,0,13.9,2.3,4.1,0.561,0.0,0.0,,2.3,4.1,0.561,0.561,0.9,1.6,0.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4,0.0,16.2,4.8,0.4,0.7,18.8,0.3,0.404,-0.3,16.9,0.4,19.5,2.0,15.2,17.7,0.566,17.3,0.1,0.7,0.169,/players/m/monrogr01.html,MIN,0.607284,0.537,0.81,0.633,0.357,0.1707317073170731,0.0,0.0,0,0,"[0.4632091976551659, 0.2673693807382083, 0.12638571182721586, 0.09069341572027557, 0.04217242111344163, 0.007023596401909831, 0.003146276543781185]",6-11,265,0.0,0.607284,0.4632091976551659
386,Moses Moody,SG,19,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,0.601,5.3,1.6,-2.5,-1.1,11.0,0.7,0.197,-1.4,3.2,0.6,10.5,0.6,6.1,7.2,0.573,15.2,-0.1,1.3,0.101,/players/m/moodymo01.html,GSW,3.56208,0.455,0.682,0.542,0.321,0.6341463414634146,0.1341463414634146,0.2115384615384615,0,0,"[0.4979073191808186, 0.2742444213389866, 0.12084363521368655, 0.0745560354299903, 0.0287810723079241, 0.0022643116200633273, 0.0014032049085293283]",6-6,205,0.0,3.56208,0.4979073191808186
387,Xavier Moon,SG,27,10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2.0,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,0.275,27.0,1.9,-0.1,1.0,9.0,0.2,0.098,-1.1,1.6,0.2,16.2,2.5,10.1,5.4,0.545,19.0,0.1,0.3,0.121,/players/m/moonxa01.html,LAC,0.159528,0.408,0.743,0.516,0.312,0.1219512195121951,0.0,0.0,0,0,"[0.4915123094938365, 0.26461886083248837, 0.12003438496758292, 0.08026369017861573, 0.036035235419299164, 0.0049978777900611185, 0.0025376413181155363]",6-2,165,0.0,0.159528,0.4915123094938365
388,Matt Mooney,SG,24,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-22.3,11.5,0.0,0.0,0.0,-33.9,0.0,-0.1,-20.0,25.0,50.0,0.0,0.0,43.8,0.0,0.0,-0.915,/players/m/moonema01.html,NYK,0.171156,0.423,0.889,0.58,0.412,0.0121951219512195,0.0,0.0,0,0,"[0.5057583466797019, 0.25346947904244793, 0.11816130882177334, 0.0764465418636138, 0.036474952540748375, 0.005197791817858343, 0.004491579233855167]",6-3,199,0.0,0.171156,0.5057583466797019
389,Ja Morant,PG,22,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,0.218,34.1,1.0,6.1,-0.1,14.1,2.1,0.353,6.2,4.2,4.6,24.4,1.7,12.6,9.0,0.575,33.7,3.9,6.7,0.171,/players/m/moranja01.html,MEM,9.60336,0.449,0.6,0.531,0.318,0.6951219512195121,0.6951219512195121,1.0,5,30,"[0.009609770734565572, 0.028931049049867808, 0.05391362439736802, 0.05930684044464952, 0.11670891962579134, 0.27850942258255534, 0.4530203731652023]",6-3,174,20.396639999999998,9.60336,0.4530203731652023
390,Juwan Morgan,PF,24,2,0,15.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5,0.667,4.2,0.0,-7.1,-3.9,7.4,0.0,0.0,-3.3,6.6,0.1,8.3,0.0,0.0,7.0,0.833,4.1,0.0,0.1,0.124,/players/m/morgaju01.html,BOS,0.211046,0.405,0.682,0.513,0.328,0.024390243902439,0.0,0.0,0,0,"[0.5213920205026489, 0.2654965326343734, 0.11393304175156417, 0.06971049945095344, 0.026396255940722677, 0.0018521110017116912, 0.001219538718024423]",6-7,232,0.0,0.211046,0.5213920205026489
391,Jaylen Morris,SG,26,3,0,5.3,0.0,2.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.7,1.3,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7,0.333,14.0,0.0,-21.5,-5.7,13.2,0.0,0.667,-15.8,0.0,-0.1,-11.4,0.0,11.4,6.6,0.129,23.1,-0.1,-0.1,-0.376,/players/m/morrija01.html,SAS,0.09593,0.408,0.86,0.496,0.351,0.0365853658536585,0.0,0.0,0,0,"[0.5094463327055624, 0.2556201846014612, 0.11771733852813183, 0.07652091811125464, 0.03406539927626395, 0.004205119805101228, 0.0024247069722237017]",6-5,185,0.0,0.09593,0.5094463327055624
392,Marcus Morris,PF,32,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,0.398,11.3,1.0,-1.4,-1.0,14.0,1.5,0.214,-0.3,1.8,0.9,13.7,0.9,8.4,8.1,0.549,23.2,0.3,2.4,0.074,/players/m/morrima03.html,LAC,15.627907,0.411,0.783,0.558,0.381,0.6585365853658537,0.6585365853658537,1.0,15,20,"[0.092998747476465, 0.12524518639663848, 0.17714231941919048, 0.18484904280894485, 0.23609803376465174, 0.13042289141101027, 0.05324377872309856]",6-8,218,4.372093,15.627907,0.23609803376465174
393,Markieff Morris,PF,32,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,0.342,12.1,0.4,-1.9,-0.4,10.5,0.3,0.079,-1.5,6.6,0.0,10.9,1.0,14.5,8.6,0.547,20.6,0.0,0.3,0.054,/players/m/morrima02.html,MIA,2.641691,0.42,0.684,0.502,0.219,0.2073170731707317,0.0121951219512195,0.0588235294117647,0,0,"[0.45865030716834393, 0.27812583721052603, 0.13611503201648295, 0.0845458151633207, 0.03663652821377536, 0.003849242037567806, 0.002077238189983251]",6-9,245,0.0,2.641691,0.45865030716834393
394,Monte Morris,PG,26,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,0.406,21.4,0.6,0.0,-0.8,9.6,1.5,0.109,0.8,1.4,3.9,14.7,1.2,8.8,5.6,0.583,17.4,1.1,5.4,0.116,/players/m/morrimo01.html,DEN,8.849071,0.38,0.742,0.466,0.269,0.9146341463414634,0.902439024390244,0.9866666666666668,5,20,"[0.04725032720877352, 0.09972356971077946, 0.17645194852464977, 0.19375882909140382, 0.24255241674747788, 0.17880568138052158, 0.06145722733639376]",6-2,183,11.150929,8.849071,0.24255241674747788
395,Emmanuel Mudiay,PG,25,2,0,5.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,0.0,43.4,0.0,-1.2,1.5,0.0,0.0,2.0,-2.7,0.0,0.0,12.3,4.4,21.0,0.0,0.399,18.6,0.0,0.0,0.023,/players/m/mudiaem01.html,SAC,0.111457,0.533,0.778,0.607,0.0,0.024390243902439,0.0,0.0,0,0,"[0.5183707655672851, 0.26331442465472055, 0.11409488711191815, 0.07060437010858632, 0.029516186422062194, 0.0025374925448056434, 0.00156187359062068]",6-3,200,0.0,0.111457,0.5183707655672851
396,Mychal Mulder,PG,27,17,3,14.1,1.4,4.5,0.312,1.0,3.2,0.315,0.4,1.4,0.304,0.422,0.2,0.2,1.0,0.1,1.3,1.4,0.3,0.2,0.1,0.5,0.8,4.1,0.701,3.0,0.8,-7.7,-1.8,9.8,0.1,0.052,-5.9,0.9,-0.4,3.7,0.8,9.2,5.3,0.438,15.8,-0.3,-0.2,-0.05,/players/m/muldemy01.html,MIA,0.0,0.397,0.845,0.522,0.332,0.2073170731707317,0.0365853658536585,0.1764705882352941,0,0,"[0.5170414453137765, 0.26644314377357137, 0.11581448872589575, 0.07025265240085438, 0.027286024794319123, 0.0019220385345938356, 0.001240206456988243]",6-3,184,0.0,0.0,0.5170414453137765
397,Ade Murkey,SG,24,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-9.7,-2.3,0.0,0.0,,-7.4,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,/players/m/murkead01.html,SAC,0.053176,0.533,1.0,0.656,0.333,0.0121951219512195,0.0,0.0,0,0,"[0.5216634146652585, 0.2651980028130602, 0.11389157475917529, 0.06977910210204574, 0.026396255940722677, 0.0018521110017116912, 0.001219538718024423]",6-5,200,0.0,0.053176,0.5216634146652585
398,Trey Murphy III,SF,21,62,1,13.9,1.8,4.5,0.394,1.1,3.0,0.382,0.6,1.5,0.418,0.522,0.7,0.8,0.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,0.671,6.2,0.8,-1.2,-1.4,13.1,0.6,0.184,0.2,5.9,1.3,12.5,1.3,5.1,9.4,0.558,15.7,0.2,1.9,0.104,/players/m/murphtr02.html,NOP,3.05376,0.376,0.756,0.489,0.31,0.7560975609756098,0.0121951219512195,0.0161290322580645,0,0,"[0.4339233644059267, 0.2769068653139183, 0.1335098184639597, 0.09953336468601215, 0.044659286534798254, 0.008114482394403865, 0.00335281820097951]",6-9,206,0.0,3.05376,0.4339233644059267
399,Dejounte Murray,PG,25,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,0.237,40.6,0.8,5.4,1.7,21.6,3.4,0.199,3.7,3.5,3.9,22.3,2.8,11.8,12.5,0.533,27.3,4.4,7.3,0.149,/players/m/murrade01.html,SAS,15.42888,0.5,0.333,0.595,0.4,0.8292682926829268,0.8292682926829268,1.0,15,30,"[0.003847815226009417, 0.01478051018964179, 0.031154990060563544, 0.03752890136801917, 0.08754098352559203, 0.2705291634361925, 0.5546176361939769]",6-4,180,14.57112,15.42888,0.5546176361939769
400,Mike Muscala,C,30,43,0,13.8,2.6,5.8,0.456,1.6,3.8,0.429,1.0,2.0,0.506,0.597,1.1,1.3,0.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,0.657,6.2,4.1,5.0,1.2,19.1,0.7,0.23,3.8,3.6,1.4,19.7,1.5,4.9,11.2,0.63,20.9,1.1,2.1,0.17,/players/m/muscami01.html,OKC,3.5,0.391,0.667,0.541,0.415,0.524390243902439,0.0,0.0,0,0,"[0.3400880324984644, 0.27117550450624667, 0.15450803001809732, 0.12826555649669188, 0.06493948762133074, 0.03360158919046089, 0.00742179966870742]",6-10,240,0.0,3.5,0.3400880324984644
401,Svi Mykhailiuk,SF,24,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0,4.6,0.573,8.8,0.5,-2.9,-0.2,11.5,0.7,0.158,-2.7,2.9,0.1,9.6,1.8,11.3,7.0,0.509,16.9,-0.2,0.8,0.052,/players/m/mykhasv01.html,TOR,1.729217,0.532,0.333,0.516,0.0,0.6829268292682927,0.0609756097560975,0.0892857142857142,0,0,"[0.5160095126924368, 0.26707384162248, 0.11628836780175887, 0.07031161201844027, 0.027125107024775778, 0.0019462361703939334, 0.0012453226697134551]",6-7,205,0.0,1.729217,0.5160095126924368
402,Abdel Nader,SF,28,14,0,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,0.4,5.9,2.5,-5.0,2.2,16.6,0.3,0.286,-7.1,3.0,-0.3,4.9,2.7,21.8,10.0,0.431,15.0,-0.1,0.0,-0.009,/players/n/naderab01.html,PHO,2.0,0.345,0.778,0.474,0.338,0.1707317073170731,0.0,0.0,0,0,"[0.5216427479685858, 0.265529252138651, 0.11392637844019907, 0.06942851595682695, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-5,225,0.0,2.0,0.5216427479685858
403,Larry Nance Jr.,PF,29,46,11,22.6,2.8,5.4,0.522,0.5,1.5,0.329,2.3,3.8,0.599,0.569,0.9,1.2,0.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7.0,0.283,11.4,1.9,-0.1,0.4,19.3,0.8,0.231,-0.5,7.4,1.5,14.4,2.0,12.0,13.1,0.59,12.8,0.5,2.3,0.104,/players/n/nancela02.html,NOP,10.690909,0.381,0.5,0.434,0.25,0.5609756097560976,0.1341463414634146,0.2391304347826087,10,0,"[0.2788148808106051, 0.2719919287942692, 0.19516798048534648, 0.1504986461832918, 0.07696034460921986, 0.019655191977308778, 0.006911027139956897]",6-7,245,-5.6909089999999996,10.690909,0.2788148808106051
404,RJ Nembhard Jr.,SG,22,14,0,4.5,0.4,1.3,0.333,0.0,0.1,0.0,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.2,0.3,0.5,0.9,0.1,0.0,0.2,0.1,1.1,0.111,26.1,0.0,-5.9,-1.5,6.9,0.0,0.222,-4.4,5.4,0.0,8.0,0.8,13.2,6.1,0.38,16.0,-0.1,0.0,0.01,/players/n/nembhrj01.html,CLE,0.058493,0.5,1.0,0.609,0.429,0.1707317073170731,0.0,0.0,0,0,"[0.5216759875124605, 0.2655919529072144, 0.1139295020903195, 0.06932945199426846, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-5,200,0.0,0.058493,0.5216759875124605
405,Aaron Nesmith,SF,22,52,3,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,0.632,5.4,0.8,-4.3,0.7,13.6,0.9,0.143,-4.9,2.9,-0.4,7.3,1.7,13.8,8.4,0.507,17.2,-0.3,0.4,0.038,/players/n/nesmiaa01.html,BOS,3.6312,0.344,0.625,0.443,0.259,0.6341463414634146,0.0365853658536585,0.0576923076923076,0,0,"[0.5186733690232619, 0.26640145899939177, 0.11506427449585946, 0.06984597074766692, 0.026893665439042518, 0.0018899937001656596, 0.0012312675946105623]",6-5,215,0.0,3.6312,0.5186733690232619
406,Raul Neto,PG,29,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0.0,1.1,1.5,7.5,0.272,22.9,0.2,-3.0,-0.5,9.6,0.8,0.245,-2.5,1.1,0.7,12.4,2.0,13.9,5.4,0.538,18.4,-0.4,1.5,0.053,/players/n/netora01.html,WAS,2.089448,0.396,0.75,0.482,0.278,0.8536585365853658,0.2317073170731707,0.2714285714285714,0,0,"[0.4434999196230388, 0.2908162847757054, 0.13969506213444882, 0.08690957106936469, 0.03407156904082646, 0.0032572213009987795, 0.0017503720556173352]",6-1,180,0.0,2.089448,0.4434999196230388
407,Malik Newman,PG,24,1,0,8.0,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.2,27.8,0.0,6.4,0.1,13.5,0.0,0.4,6.3,0.0,0.0,28.6,0.0,14.5,6.9,0.68,38.1,0.0,0.0,0.179,/players/n/newmama01.html,CLE,0.085578,0.333,0.767,0.333,0.342,0.0121951219512195,0.0,0.0,0,0,"[0.3885874521470678, 0.24306572940930438, 0.1359776762112174, 0.1046758952823966, 0.057869906490675145, 0.031907144146954766, 0.03791619631238343]",6-3,190,0.0,0.085578,0.3885874521470678
408,Georges Niang,PF,28,76,7,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.2,2.3,0.511,0.575,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,0.687,8.7,0.7,-1.9,-1.1,11.3,1.3,0.105,-0.8,1.6,1.5,10.7,0.9,9.1,6.5,0.594,16.8,0.0,2.8,0.077,/players/n/niangge01.html,PHI,3.3,0.25,0.767,0.375,0.4,0.926829268292683,0.0853658536585365,0.0921052631578947,0,5,"[0.25476218211861407, 0.2614984252010112, 0.205167340796128, 0.16148614599430713, 0.08607868898049648, 0.022890978691846666, 0.00811623821759501]",6-7,230,1.7000000000000002,3.3,0.2614984252010112
409,Daishen Nix,SG,19,24,0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9,3.2,0.388,21.5,0.0,-6.4,-1.0,11.0,0.1,0.448,-5.4,2.9,-0.3,8.1,2.7,24.5,6.9,0.48,17.3,-0.3,-0.2,-0.033,/players/n/nixda01.html,HOU,0.612,0.333,0.767,0.333,0.0,0.2926829268292683,0.0,0.0,0,0,"[0.5216427479685858, 0.265529252138651, 0.11392637844019907, 0.06942851595682695, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-5,224,0.0,0.612,0.5216427479685858
410,Zeke Nnaji,PF,21,41,1,17.0,2.3,4.5,0.516,0.9,2.0,0.463,1.4,2.6,0.557,0.616,1.0,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,0.43,3.4,1.7,-2.2,-1.6,14.1,0.6,0.349,-0.7,9.3,1.2,13.5,1.1,9.7,11.8,0.629,14.9,0.0,1.8,0.123,/players/n/nnajize01.html,DEN,2.49876,0.25,0.767,0.25,0.0,0.5,0.0121951219512195,0.024390243902439,0,0,"[0.41488598690423295, 0.2853895367647144, 0.14132901417177227, 0.10149605918537591, 0.045601447180306516, 0.00789946848425389, 0.0033984873093433963]",6-9,240,0.0,2.49876,0.41488598690423295
411,Nerlens Noel,C,27,25,11,22.5,1.3,2.4,0.533,0.0,0.1,0.0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,0.05,5.7,5.4,0.3,3.3,18.1,1.0,0.5,-3.1,9.0,0.4,11.8,2.7,21.5,13.5,0.581,7.3,0.3,1.5,0.128,/players/n/noelne01.html,NYK,8.8,0.444,0.4,0.495,0.333,0.3048780487804878,0.1341463414634146,0.44,5,0,"[0.36322273644828856, 0.2644500841928616, 0.17352067613936886, 0.12175605179565877, 0.05862569163292666, 0.013658249627561432, 0.004766510163333129]",6-11,220,-3.8000000000000007,8.8,0.36322273644828856
412,Jaylen Nowell,SG,22,62,1,15.7,3.2,6.7,0.475,1.0,2.6,0.394,2.1,4.1,0.526,0.551,1.2,1.5,0.783,0.4,1.6,2.0,2.1,0.4,0.2,0.6,1.2,8.5,0.387,20.2,1.0,0.8,-0.7,11.4,0.7,0.223,1.5,2.4,2.1,16.8,1.3,7.4,6.8,0.581,21.0,0.7,2.8,0.138,/players/n/nowelja01.html,MIN,1.782621,0.286,0.5,0.317,0.0,0.7560975609756098,0.0121951219512195,0.0161290322580645,0,0,"[0.3448920233982749, 0.28044521610490425, 0.16055458812197784, 0.13075706241426638, 0.061907749682363684, 0.01616811051275831, 0.005275249765454154]",6-4,201,0.0,1.782621,0.3448920233982749
413,Frank Ntilikina,PG,23,58,5,11.8,1.5,3.8,0.399,0.7,1.9,0.342,0.9,1.9,0.455,0.484,0.4,0.4,0.96,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1,0.498,14.7,0.9,-2.0,0.9,10.9,0.9,0.112,-2.9,1.9,0.1,10.4,2.0,11.7,6.4,0.513,17.4,0.0,0.9,0.065,/players/n/ntilila01.html,DAL,1.789256,0.342,0.864,0.49,0.261,0.7073170731707317,0.0609756097560975,0.0862068965517241,0,0,"[0.5161578022751484, 0.2669465831990156, 0.11628836780175887, 0.0702905808591931, 0.027125107024775778, 0.0019462361703939334, 0.0012453226697134551]",6-4,200,0.0,1.789256,0.5161578022751484
414,Jusuf Nurkić,C,27,56,56,28.2,5.7,10.7,0.535,0.3,1.0,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,0.093,16.6,2.1,0.3,0.2,32.6,1.7,0.447,0.1,11.2,2.0,20.0,1.9,16.6,21.5,0.586,23.6,0.9,3.6,0.11,/players/n/nurkiju01.html,POR,12.0,0.444,0.767,0.553,0.342,0.6829268292682927,0.6829268292682927,1.0,10,20,"[0.05653429054744821, 0.12103635085321551, 0.18615083797734122, 0.20441239490845828, 0.2366959377831106, 0.13876305089694332, 0.0564071370334824]",6-11,290,8.0,12.0,0.2366959377831106
415,David Nwaba,SF,29,46,4,13.2,1.8,3.8,0.483,0.3,1.1,0.306,1.5,2.8,0.551,0.526,1.0,1.5,0.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1,0.278,8.5,2.9,-0.6,0.0,20.0,0.5,0.381,-0.6,7.4,0.8,15.3,2.2,9.3,13.6,0.567,15.8,0.2,1.3,0.105,/players/n/nwabada01.html,HOU,4.65,0.347,0.735,0.485,0.2,0.5609756097560976,0.048780487804878,0.0869565217391304,0,0,"[0.43846134587216146, 0.27474458383205, 0.13314377696013077, 0.09705736119432078, 0.04546609389106994, 0.007846076218005163, 0.003280762032260313]",6-5,219,0.0,4.65,0.43846134587216146
416,Jordan Nwora,SF,23,62,13,19.1,3.0,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3,7.9,0.491,7.0,1.4,-4.1,-1.5,16.1,1.1,0.093,-2.7,3.4,-0.4,9.9,1.0,10.6,9.9,0.506,19.4,-0.6,0.6,0.025,/players/n/nworajo01.html,MIL,1.517981,0.444,0.767,0.553,0.342,0.7560975609756098,0.1585365853658536,0.2096774193548387,0,0,"[0.45168860207341094, 0.2800203620994051, 0.13970826657121882, 0.08563908703688376, 0.03714379954699639, 0.0037903716875134423, 0.002009510984571885]",6-8,225,0.0,1.517981,0.45168860207341094
417,Royce O'Neale,SF,28,77,77,31.2,2.6,5.8,0.457,1.5,4.0,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1.0,2.4,7.4,0.689,10.5,1.2,0.8,1.7,13.4,2.8,0.126,-0.8,3.0,2.7,10.3,1.8,14.4,8.4,0.608,9.9,1.7,5.5,0.109,/players/o/onealro01.html,UTA,8.8,0.333,0.75,0.36,0.0,0.9390243902439024,0.9390243902439024,1.0,5,20,"[0.08685420168626155, 0.13370694011520093, 0.17413366437008215, 0.1628847590166416, 0.21323677883998451, 0.16938638062629158, 0.059797275345536624]",6-4,226,11.2,8.8,0.21323677883998451
